ID;Ano Nascimento;Escolaridade;Estado Civil;Salario Anual;Filhos em Casa;Adolescentes em Casa;Data Cadastro;Dias Desde Ultima Compra;Gasto com Eletronicos;Gasto com Brinquedos;Gasto com Moveis;Gasto com Utilidades;Gasto com Alimentos;Gasto com Vestuario;Numero de Compras com Desconto;Numero de Compras na Web;Numero de Compras via Catalogo;Numero de Compras na Loja;Numero Visitas WebSite Mes;Compra na Campanha 1;Compra na Campanha 2;Compra na Campanha 3;Compra na Campanha 4;Compra na Campanha 5;Comprou;Pais
7444;1969;Mestrado;Solteiro;42169;1;1;10/01/2023;20;19;0;9;0;0;2;2;1;0;3;8;0;0;0;0;0;0;Estados Unidos
2942;1964;Curso Superior;Solteiro;45906;0;1;05/07/2020;20;305;3;27;4;3;144;2;5;4;4;5;1;0;0;0;0;0;Estados Unidos
2874;1988;Segundo Grau;Divorciado;35388;1;0;03/07/2020;20;6;4;7;4;3;8;1;1;0;3;7;0;0;0;0;0;0;Espanha
3667;1969;Curso Superior;Solteiro;80952;0;0;02/01/2023;20;778;178;689;41;27;44;1;8;5;11;8;0;1;1;1;0;1;Alemanha
3697;1954;Curso Superior;Casado;39898;0;1;02/11/2020;20;69;8;26;12;7;12;2;3;0;4;7;0;0;0;0;0;0;Chile
9955;1954;Curso Superior;Casado;39898;0;1;02/11/2020;20;69;8;26;12;7;12;2;3;0;4;7;0;0;0;0;0;0;Estados Unidos
5320;1973;Mestrado;Divorciado;44051;1;1;1/07/2023;20;79;7;58;6;3;18;4;3;1;4;6;0;0;0;0;0;1;Espanha
6422;1954;Curso Superior;Solteiro;86718;0;0;1/02/2023;20;344;189;482;50;33;172;1;5;6;5;2;0;0;0;0;0;0;Argentina
3690;1986;Mestrado;Solteiro;80141;0;0;01/11/2020;20;1184;102;673;52;40;40;1;7;4;10;6;0;0;1;0;0;1;Estados Unidos
2408;1976;Curso Superior;Solteiro;58597;1;1;11/04/2022;20;490;0;184;10;28;21;12;7;4;9;7;0;0;0;0;0;0;Argentina
9260;1945;Doutorado;Solteiro;70356;0;0;11/05/2019;20;1349;16;249;43;16;33;2;10;6;9;6;0;0;0;0;0;0;Chile
9648;1967;Curso Superior;Solteiro;46904;1;1;11/03/2019;20;153;4;56;0;9;31;4;5;1;4;8;0;0;0;0;0;0;Estados Unidos
4939;1946;Curso Superior;Casado;37760;0;0;8/08/2022;20;84;5;38;150;12;28;2;4;1;6;7;0;0;0;0;0;0;Portugal
8652;1946;Curso Superior;Casado;37760;0;0;8/08/2022;20;84;5;38;150;12;28;2;4;1;6;7;0;0;0;0;0;0;Espanha
4702;1964;Curso Superior;Solteiro;61839;0;0;08/11/2019;20;1000;155;379;224;17;120;1;4;8;4;8;0;0;0;0;0;0;Estados Unidos
2587;1972;Doutorado;Solteiro;29791;1;0;5/03/2021;21;14;0;6;0;0;0;2;2;0;3;5;0;0;0;0;0;0;Brasil
2811;1963;Doutorado;Solteiro;48918;1;1;04/11/2018;21;52;0;9;0;0;1;2;1;0;4;4;0;0;0;0;0;0;Estados Unidos
9150;1963;Doutorado;Solteiro;48918;1;1;04/11/2018;21;52;0;9;0;0;1;2;1;0;4;4;0;0;0;0;0;0;Estados Unidos
10127;1965;Curso Superior;Solteiro;58692;0;1;04/06/2018;21;301;11;61;4;7;11;1;8;2;4;7;0;0;0;0;0;0;Chile
5493;1976;Curso Superior;Solteiro;39356;1;1;3/04/2021;21;15;0;2;0;0;6;1;1;0;2;6;1;0;0;0;0;0;Estados Unidos
2666;1972;Mestrado;Solteiro;76234;0;1;02/06/2018;21;519;50;167;130;0;41;1;8;3;11;3;0;1;0;0;0;0;Chile
10099;1984;Curso Superior;Solteiro;55434;1;0;10/05/2020;21;238;115;215;169;69;76;3;5;3;13;4;0;0;0;0;0;0;Espanha
10562;1946;Mestrado;Solteiro;66835;0;0;09/01/2023;21;620;26;195;34;17;141;1;6;4;13;2;0;0;0;0;0;0;Argentina
7881;1946;Mestrado;Solteiro;66835;0;0;09/01/2023;21;620;26;195;34;17;141;1;6;4;13;2;0;0;0;0;0;0;Estados Unidos
6721;1951;Curso Superior;Solteiro;71965;0;1;7/07/2023;21;572;19;286;50;38;248;3;6;3;5;3;0;0;0;0;0;0;Chile
5204;1971;Curso Superior;Casado;74538;0;0;6/07/2023;21;380;98;733;110;112;28;1;8;8;5;3;0;0;1;0;0;1;Estados Unidos
5209;1954;Curso Superior;Divorciado;50002;0;1;6/02/2023;21;443;5;71;21;16;82;2;8;2;7;7;0;0;0;0;0;0;Espanha
10128;1958;Curso Superior;Casado;53977;0;1;06/08/2020;21;620;16;165;0;24;82;5;5;5;12;5;0;0;0;0;0;0;Chile
9284;1958;Curso Superior;Casado;53977;0;1;06/08/2020;21;620;16;165;0;24;82;5;5;5;12;5;0;0;0;0;0;0;Estados Unidos
8643;1971;Curso Superior;Casado;69930;0;0;5/03/2023;21;252;98;827;219;70;196;1;4;5;12;3;0;0;0;0;0;0;Argentina
1685;1967;Doutorado;Casado;62981;0;0;3/02/2023;21;796;14;590;38;44;0;1;4;5;13;3;0;1;0;0;0;0;Chile
2877;1974;Mestrado;Casado;46014;1;1;01/01/2023;21;410;0;59;19;9;44;10;7;1;8;7;0;0;0;0;0;0;Espanha
8369;1987;Curso Superior;Casado;18227;1;0;11/08/2019;21;1;2;7;4;3;11;1;0;1;2;8;0;0;0;0;0;0;Estados Unidos
6233;1976;Curso Superior;Solteiro;65991;0;1;09/07/2019;21;507;19;364;25;47;9;3;9;5;10;7;0;0;0;0;0;0;Estados Unidos
195;1972;Curso Superior;Solteiro;38808;1;0;8/03/2022;21;125;17;52;3;19;30;4;5;1;4;8;1;0;0;0;0;1;Estados Unidos
1501;1982;Doutorado;Solteiro;160803;0;0;08/04/2019;21;55;16;1622;17;3;4;15;0;28;1;0;0;0;0;0;0;0;Portugal
10846;1978;Mestrado;Solteiro;43783;1;0;5/07/2021;22;327;9;125;25;4;139;6;7;1;8;7;1;0;0;0;0;0;Chile
8341;1969;Doutorado;Solteiro;30396;1;0;4/02/2021;22;15;0;6;0;1;12;2;1;1;2;7;1;0;0;0;0;1;Estados Unidos
10766;1964;Doutorado;Solteiro;65526;0;1;04/11/2018;22;397;19;69;12;0;9;1;4;4;8;2;0;0;0;0;0;0;Estados Unidos
9971;1964;Doutorado;Solteiro;65526;0;1;04/11/2018;22;397;19;69;12;0;9;1;4;4;8;2;0;0;0;0;0;0;Espanha
1740;1944;Curso Superior;Solteiro;55956;0;0;04/07/2018;22;760;38;104;50;9;38;2;7;3;4;4;0;1;0;0;0;0;Estados Unidos
8737;1978;Curso Superior;Divorciado;55563;0;1;04/05/2018;22;29;1;9;2;0;2;1;2;0;3;3;0;0;0;0;0;0;Estados Unidos
6466;1965;Doutorado;Solteiro;57236;1;1;03/11/2018;22;105;0;9;2;1;4;3;2;1;4;3;0;0;0;0;0;0;Estados Unidos
10430;1973;Curso Superior;Divorciado;89694;1;1;10/09/2020;22;1126;28;211;37;28;42;3;4;3;4;5;0;1;1;1;0;0;Brasil
8773;1971;Mestrado;Casado;57420;0;1;6/04/2023;22;280;0;18;0;0;24;3;5;1;6;7;0;1;0;0;0;0;Portugal
2371;1972;Curso Superior;Solteiro;33622;1;1;4/07/2023;22;39;1;22;3;4;12;3;2;0;4;7;0;0;0;0;0;0;Alemanha
7786;1986;Doutorado;Solteiro;29999;1;0;2/07/2023;22;68;7;59;10;5;11;4;3;1;4;8;0;0;0;0;0;0;Estados Unidos
4088;1962;Doutorado;Casado;31497;0;1;12/06/2019;22;108;1;28;13;1;4;2;3;1;4;8;0;0;0;0;0;0;Estados Unidos
4971;1962;Doutorado;Casado;31497;0;1;12/06/2019;22;108;1;28;13;1;4;2;3;1;4;8;0;0;0;0;0;0;Espanha
10560;1980;Doutorado;Solteiro;36802;1;0;6/03/2021;23;16;1;2;0;0;1;1;1;0;3;5;0;0;0;0;0;0;Estados Unidos
6892;1968;Curso Superior;Divorciado;61671;0;1;06/03/2018;23;641;7;56;0;0;28;8;10;4;6;8;0;1;0;1;0;0;Estados Unidos
11004;1893;Segundo Grau;Solteiro;60182;0;1;5/02/2021;23;8;0;5;7;0;2;1;1;0;2;4;0;0;0;0;0;0;Espanha
1818;1971;Doutorado;Casado;29732;1;0;3/04/2021;23;25;0;8;0;1;4;1;2;0;2;9;0;0;0;0;0;0;Chile
9485;1986;Doutorado;Solteiro;45921;0;0;03/10/2018;23;102;9;49;24;3;12;1;2;1;6;4;0;0;0;0;0;0;Espanha
6646;1984;Curso Superior;Casado;16529;1;0;03/01/2018;23;3;0;5;13;0;1;1;1;0;3;6;0;0;0;0;0;0;Chile
4248;1960;Mestrado;Solteiro;98777;0;0;2/02/2021;23;1000;19;711;125;115;38;0;4;6;9;1;0;1;0;0;0;0;Estados Unidos
7451;1960;Mestrado;Solteiro;98777;0;0;2/02/2021;23;1000;19;711;125;115;38;0;4;6;9;1;0;1;0;0;0;0;Estados Unidos
7861;1952;Mestrado;Solteiro;77027;0;1;02/05/2018;23;820;57;242;45;0;11;2;8;3;6;4;0;0;0;0;0;0;Estados Unidos
5232;1965;Curso Superior;Solteiro;69139;0;1;1/03/2021;23;86;12;75;33;15;6;1;4;1;5;4;0;0;0;0;0;0;Estados Unidos
3011;1965;Curso Superior;Solteiro;69139;0;1;1/03/2021;23;86;12;75;33;15;6;1;4;1;5;4;0;0;0;0;0;0;Espanha
5758;1982;Curso Superior;Solteiro;65169;0;0;1/02/2021;23;1074;0;69;0;0;46;1;10;4;13;6;1;0;1;1;1;1;Estados Unidos
2173;1952;Curso Superior;Divorciado;40049;0;1;10/01/2023;23;13;6;7;0;3;3;1;1;0;3;6;0;0;0;0;0;0;Estados Unidos
10711;1945;Curso Superior;Solteiro;69755;0;0;10/02/2020;23;217;77;373;111;23;93;1;3;6;12;1;0;0;0;0;0;0;Espanha
8268;1961;Doutorado;Solteiro;;0;1;07/11/2020;23;352;0;27;10;0;15;3;6;1;7;6;0;0;0;0;0;0;Chile
2782;1961;Doutorado;Solteiro;54456;0;1;07/11/2020;23;352;0;27;10;0;15;3;6;1;7;6;0;0;0;0;0;0;Estados Unidos
9432;1977;Curso Superior;Casado;666666;1;0;06/02/2020;23;9;14;18;8;1;12;4;3;1;3;6;0;0;0;0;0;0;Espanha
5872;1951;Curso Superior;Solteiro;60689;0;1;06/01/2020;23;240;90;216;63;6;24;4;4;4;10;3;0;0;0;0;0;0;Portugal
11187;1978;Primeiro Grau;Solteiro;26487;1;0;05/05/2022;23;2;8;10;12;14;23;3;2;1;3;5;0;0;0;0;0;0;Chile
2428;1970;Curso Superior;Solteiro;28164;1;0;05/04/2020;23;3;18;26;11;8;12;3;2;0;4;7;0;0;0;0;0;0;Alemanha
1726;1970;Curso Superior;Solteiro;22585;0;0;03/05/2022;23;3;9;15;13;2;39;1;1;1;2;9;1;0;0;0;0;1;Estados Unidos
1802;1971;Curso Superior;Solteiro;64795;0;1;1/02/2023;23;412;5;119;38;29;77;3;3;3;12;2;0;0;0;0;0;0;Estados Unidos
1162;1987;Doutorado;Solteiro;42000;0;0;01/10/2020;23;124;83;267;85;59;35;2;5;2;11;5;0;0;0;0;0;1;Estados Unidos
10643;1987;Doutorado;Solteiro;42000;0;0;01/10/2020;23;124;83;267;85;59;35;2;5;2;11;5;0;0;0;0;0;1;Brasil
11112;1966;Curso Superior;Casado;70713;0;1;12/03/2019;23;736;114;279;82;76;190;6;5;6;8;3;0;0;0;0;0;0;Estados Unidos
2114;1946;Doutorado;Solteiro;82800;0;0;11/04/2022;23;1006;22;115;59;68;45;1;7;6;12;3;0;0;1;1;0;1;Portugal
4261;1946;Doutorado;Solteiro;82800;0;0;11/04/2022;23;1006;22;115;59;68;45;1;7;6;12;3;0;0;1;1;0;1;Espanha
2457;1975;Primeiro Grau;Solteiro;30801;0;1;10/03/2022;23;8;4;5;15;2;11;2;1;0;3;7;0;0;0;0;0;0;Estados Unidos
2495;1974;Mestrado;Solteiro;83891;0;1;06/04/2022;24;217;38;350;111;85;15;1;4;7;10;1;0;0;0;0;0;0;Estados Unidos
6983;1950;Mestrado;Divorciado;38054;1;1;05/01/2018;24;23;2;17;2;1;0;2;2;0;3;7;0;0;0;0;0;0;Argentina
3436;1969;Curso Superior;Solteiro;14045;1;0;1/03/2021;24;11;0;5;2;1;1;1;1;0;3;7;0;0;0;0;0;0;Estados Unidos
7505;1957;Doutorado;Solteiro;44155;1;1;1/04/2021;24;22;1;9;0;0;14;1;1;1;2;4;0;0;0;0;0;0;Estados Unidos
4286;1970;Doutorado;Solteiro;57642;0;1;01/09/2018;24;580;6;58;8;0;27;3;7;6;6;4;1;0;0;0;0;0;Argentina
7224;1977;Curso Superior;Solteiro;31353;1;1;12/07/2023;24;10;0;10;3;1;7;2;1;1;2;8;0;0;0;0;0;0;Argentina
6215;1977;Curso Superior;Solteiro;31353;1;1;12/07/2023;24;10;0;10;3;1;7;2;1;1;2;8;0;0;0;0;0;1;Espanha
968;1968;Mestrado;Divorciado;41335;1;0;12/03/2023;24;112;19;21;16;14;5;3;4;1;4;7;0;0;0;0;0;0;Brasil
4096;1968;Mestrado;Divorciado;41335;1;0;12/03/2023;24;112;19;21;16;14;5;3;4;1;4;7;0;0;0;0;0;0;Portugal
3153;1957;Doutorado;Solteiro;40737;2;1;12/08/2020;24;11;0;4;0;0;2;1;1;0;2;8;0;0;0;0;0;0;Espanha
6504;1975;Segundo Grau;Casado;19789;1;0;11/05/2022;24;2;5;9;28;6;28;3;2;1;3;5;1;0;0;0;0;0;Estados Unidos
5329;1949;Doutorado;Divorciado;35946;1;1;9/03/2023;24;8;0;3;0;0;0;1;0;0;3;5;0;0;0;0;0;0;Brasil
1175;1983;Mestrado;Solteiro;36262;0;0;09/05/2022;24;88;39;54;64;28;153;1;3;5;3;6;1;0;0;0;0;1;Estados Unidos
1377;1954;Mestrado;Divorciado;44551;0;1;8/08/2023;24;182;4;33;0;0;66;2;4;1;5;7;0;0;0;0;0;0;Espanha
4607;1959;Curso Superior;Casado;71367;0;0;8/04/2023;24;227;23;389;42;21;75;1;4;5;7;2;0;0;0;0;0;0;Estados Unidos
4944;1959;Curso Superior;Casado;71367;0;0;8/04/2023;24;227;23;389;42;21;75;1;4;5;7;2;0;0;0;0;0;0;Estados Unidos
9483;1959;Curso Superior;Casado;57957;0;1;08/01/2023;24;290;59;177;77;5;29;7;4;6;8;3;0;0;0;0;0;0;Chile
1378;1972;Segundo Grau;Casado;50334;0;1;07/01/2023;24;284;16;160;84;16;134;6;7;4;6;6;0;0;0;0;0;0;Espanha
5991;1949;Mestrado;Solteiro;48150;0;1;06/08/2020;24;173;2;39;3;2;47;3;5;1;4;7;0;0;0;0;0;0;Alemanha
2807;1969;Curso Superior;Solteiro;56796;0;1;02/01/2023;24;656;38;161;62;47;37;3;8;9;7;7;0;0;0;0;0;0;Estados Unidos
1052;1969;Curso Superior;Solteiro;56796;0;1;02/01/2023;24;656;38;161;62;47;37;3;8;9;7;7;0;0;0;0;0;0;Brasil
9760;1963;Doutorado;Divorciado;52278;0;1;1/04/2023;24;953;0;71;0;0;174;6;10;5;10;8;0;0;0;0;0;1;Espanha
7101;1963;Doutorado;Divorciado;52278;0;1;1/04/2023;24;953;0;71;0;0;174;6;10;5;10;8;0;0;0;0;0;0;Estados Unidos
9909;1996;Segundo Grau;Solteiro;7500;0;0;11/09/2019;24;3;18;14;15;22;50;3;3;1;3;9;0;0;0;0;0;1;Brasil
5907;1952;Mestrado;Solteiro;33444;1;1;11/03/2019;24;8;0;8;0;0;2;1;1;0;2;8;0;0;0;0;0;0;Estados Unidos
793;1973;Curso Superior;Solteiro;20895;1;0;10/06/2019;24;18;3;17;3;0;4;1;2;0;3;9;0;0;0;0;0;0;Brasil
8832;1976;Mestrado;Casado;37509;1;0;09/11/2019;24;37;5;56;12;8;5;2;3;0;4;7;0;0;0;0;0;0;Alemanha
2535;1978;Mestrado;Solteiro;88097;1;0;8/04/2022;24;163;0;480;0;126;75;1;6;5;8;9;0;1;1;1;0;1;Estados Unidos
1523;1973;Curso Superior;Solteiro;59041;1;1;05/07/2018;25;69;2;15;2;2;6;2;2;0;4;5;0;0;0;0;0;0;Espanha
1839;1974;Curso Superior;Solteiro;43322;0;0;4/04/2021;25;56;7;48;10;2;18;1;3;0;4;7;0;0;0;0;0;0;Argentina
9972;1955;Doutorado;Casado;46015;1;1;4/07/2021;25;38;0;2;0;0;6;1;1;0;3;7;1;0;0;0;1;0;Espanha
2945;1955;Doutorado;Casado;46015;1;1;4/07/2021;25;38;0;2;0;0;6;1;1;0;3;7;1;0;0;0;1;0;Chile
9291;1959;Mestrado;Solteiro;34242;0;1;3/04/2021;25;8;2;4;0;0;1;1;0;0;3;5;0;0;0;0;0;0;Estados Unidos
2829;1955;Curso Superior;Solteiro;65210;0;1;03/10/2018;25;626;0;70;0;7;28;2;9;3;8;6;0;1;0;1;0;0;Chile
8594;1958;Doutorado;Divorciado;50520;0;1;1/03/2021;25;112;0;6;2;1;14;2;3;1;3;6;0;0;0;0;0;0;Estados Unidos
1592;1970;Curso Superior;Solteiro;90765;0;0;1/04/2021;25;547;99;812;151;82;33;0;4;6;5;1;0;0;1;1;0;0;Chile
4310;1944;Curso Superior;Solteiro;80589;0;0;1/04/2021;25;507;93;520;242;40;26;1;5;10;5;1;0;0;0;1;0;1;Brasil
6950;1958;Mestrado;Solteiro;49572;1;1;12/03/2023;25;35;1;16;0;1;1;2;2;0;3;7;0;0;0;0;0;0;Chile
8492;1978;Curso Superior;Casado;75437;0;0;11/09/2020;25;795;0;545;95;58;0;1;8;4;10;6;0;0;0;1;0;0;Estados Unidos
5684;1971;Mestrado;Divorciado;44635;1;1;10/11/2020;25;56;0;9;0;0;3;2;2;0;3;7;0;0;0;0;0;0;Estados Unidos
5909;1964;Curso Superior;Solteiro;58512;0;1;09/01/2023;25;895;10;101;13;0;152;5;3;4;8;8;0;0;0;0;0;0;Alemanha
9855;1952;Doutorado;Solteiro;62000;0;1;8/04/2023;25;899;0;101;0;0;20;1;6;6;13;4;0;0;0;1;0;0;Estados Unidos
975;1956;Curso Superior;Solteiro;54252;1;1;05/01/2023;25;178;4;26;8;4;44;5;4;1;5;6;0;0;0;0;0;0;Brasil
8754;1974;Doutorado;Casado;45068;0;1;05/01/2023;25;14;0;3;0;0;3;1;1;0;2;7;0;0;0;0;0;0;Estados Unidos
1456;1979;Curso Superior;Solteiro;60474;0;1;04/01/2020;25;265;199;303;234;9;170;7;10;2;12;7;0;0;0;0;0;0;Argentina
2849;1979;Curso Superior;Solteiro;60474;0;1;04/01/2020;25;265;199;303;234;9;170;7;10;2;12;7;0;0;0;0;0;0;Chile
9984;1981;Segundo Grau;Solteiro;56337;1;1;3/03/2023;25;349;16;144;28;5;182;5;8;5;4;8;1;0;0;1;0;1;Estados Unidos
5527;1987;Curso Superior;Casado;22434;1;0;2/07/2023;25;4;12;11;3;13;15;2;2;0;3;8;0;0;0;0;0;0;Estados Unidos
5628;1982;Curso Superior;Casado;61416;0;0;02/08/2020;25;848;154;323;201;61;78;1;10;3;10;6;1;0;0;0;0;0;Portugal
7627;1975;Mestrado;Solteiro;92163;0;0;12/04/2019;25;817;183;797;106;163;20;0;5;11;5;2;0;0;1;1;0;1;Estados Unidos
1351;1956;Mestrado;Casado;58656;0;1;9/04/2022;25;962;12;194;16;24;12;4;7;8;13;6;0;0;1;0;0;0;Estados Unidos
10629;1973;Segundo Grau;Solteiro;;1;0;9/02/2022;25;25;3;43;17;4;17;3;3;0;3;8;0;0;0;0;0;0;Alemanha
10395;1986;Primeiro Grau;Solteiro;8940;1;0;8/04/2022;25;1;45;3;4;6;42;3;3;1;3;8;0;0;0;0;0;0;Estados Unidos
6961;1974;Curso Superior;Solteiro;26751;2;0;5/04/2021;26;1;1;5;0;3;1;1;1;0;2;8;0;0;0;0;0;0;Estados Unidos
10196;1978;Curso Superior;Solteiro;71427;2;0;03/11/2020;26;212;123;177;15;64;23;2;8;2;8;4;0;0;0;0;0;0;Portugal
6182;1984;Curso Superior;Casado;26646;1;0;02/10/2018;26;11;4;20;10;3;5;2;2;0;4;6;0;0;0;0;0;0;Portugal
10432;1974;Curso Superior;Divorciado;19346;1;0;1/02/2021;26;2;0;9;3;6;2;1;1;0;3;8;0;0;0;0;0;0;Chile
1542;1975;Curso Superior;Solteiro;56243;1;2;12/02/2023;26;347;0;35;4;3;7;6;4;2;8;5;0;0;0;0;0;0;Portugal
4220;1970;Doutorado;Solteiro;59892;0;1;11/02/2020;26;73;0;13;0;1;0;1;2;1;3;3;0;0;0;0;0;0;Chile
4141;1965;Curso Superior;Casado;71613;0;0;08/01/2023;26;426;49;127;111;21;42;1;8;2;10;4;0;0;0;0;0;0;Portugal
1940;1986;Curso Superior;Solteiro;25252;1;0;07/11/2020;26;1;3;4;2;2;6;1;1;0;2;8;0;0;0;0;0;0;Brasil
1506;1975;Curso Superior;Solteiro;42160;1;1;06/01/2023;26;48;9;45;3;15;20;4;2;1;4;6;0;0;0;0;0;1;Estados Unidos
6347;1979;Primeiro Grau;Solteiro;15862;1;0;6/03/2023;26;1;1;4;11;9;10;1;1;0;3;8;0;0;0;0;0;0;Estados Unidos
1361;1974;Mestrado;Solteiro;82584;0;0;06/04/2020;26;1076;68;103;29;91;68;1;3;4;8;1;0;1;1;0;0;1;Estados Unidos
9422;1989;Curso Superior;Solteiro;38360;1;0;5/08/2023;26;36;2;42;20;21;10;2;2;1;4;3;0;0;0;0;0;0;Brasil
1081;1957;Doutorado;Solteiro;75283;1;2;3/03/2023;26;733;9;180;12;19;66;11;6;3;5;4;0;0;0;0;0;0;Espanha
7458;1956;Mestrado;Casado;34941;1;1;03/06/2020;26;39;2;25;4;3;24;2;3;0;3;8;0;0;0;0;0;0;Brasil
1012;1952;Curso Superior;Solteiro;61823;0;1;02/05/2022;26;523;7;134;37;14;169;4;8;2;10;7;0;0;0;0;0;0;Brasil
5453;1956;Mestrado;Solteiro;90226;0;0;9/03/2022;26;1083;108;649;253;151;108;1;4;7;12;2;0;0;0;1;0;0;Espanha
6818;1974;Curso Superior;Solteiro;44989;0;1;09/11/2019;26;98;0;106;49;10;106;5;5;1;5;6;0;0;0;0;0;0;Estados Unidos
7807;1974;Curso Superior;Solteiro;44989;0;1;09/12/2018;26;98;0;106;49;10;106;5;5;1;5;6;0;0;0;0;0;0;Estados Unidos
7532;1980;Curso Superior;Solteiro;43586;0;1;8/02/2022;26;99;2;11;4;0;16;3;3;0;4;8;0;0;0;0;0;0;Alemanha
8346;1974;Curso Superior;Solteiro;32233;1;0;8/04/2022;26;138;15;35;25;11;72;2;6;2;2;9;1;0;0;0;0;1;Estados Unidos
5564;1969;Curso Superior;Casado;62882;0;1;08/09/2019;26;509;133;497;78;24;97;2;7;5;6;4;0;0;0;0;0;0;Brasil
3267;1963;Mestrado;Casado;57288;0;1;6/04/2021;27;527;0;21;0;0;60;3;8;1;8;6;0;1;0;0;0;0;Chile
3091;1981;Segundo Grau;Casado;75774;1;0;05/02/2018;27;340;21;134;258;14;56;1;7;5;8;4;0;0;0;0;0;0;Espanha
762;1981;Segundo Grau;Casado;75774;1;0;05/02/2018;27;340;21;134;258;14;56;1;7;5;8;4;0;0;0;0;0;0;Estados Unidos
8029;1988;Mestrado;Solteiro;90247;0;0;4/07/2021;27;1184;32;352;21;16;16;1;3;4;7;1;0;1;1;1;0;1;Portugal
4376;1960;Segundo Grau;Solteiro;32218;0;0;2/03/2021;27;10;24;15;13;1;30;1;2;1;3;7;1;0;0;0;0;1;Estados Unidos
10981;1988;Curso Superior;Solteiro;84219;0;0;02/02/2018;27;434;137;400;45;137;45;1;3;4;10;1;0;0;0;0;0;0;Espanha
486;1988;Curso Superior;Solteiro;84219;0;0;02/02/2018;27;434;137;400;45;137;45;1;3;4;10;1;0;0;0;0;0;0;Chile
1158;1966;Curso Superior;Divorciado;48877;0;1;01/05/2018;27;102;1;15;2;0;24;1;3;0;4;7;0;0;0;0;0;0;Estados Unidos
9119;1950;Curso Superior;Casado;60905;0;1;12/05/2020;27;208;17;76;36;17;38;2;3;3;7;2;0;0;0;0;0;0;Portugal
6694;1964;Curso Superior;Solteiro;75236;0;1;11/04/2023;27;438;66;400;12;38;114;1;8;3;13;4;0;0;0;0;0;0;Estados Unidos
10573;1953;Curso Superior;Divorciado;62551;0;0;11/05/2022;27;125;16;98;134;21;27;1;6;7;4;3;1;0;0;0;0;0;Argentina
10140;1983;Doutorado;Casado;70123;0;0;09/01/2023;27;1308;0;396;23;0;0;1;5;7;4;3;0;1;0;0;1;0;Argentina
2286;1962;Curso Superior;Solteiro;50785;1;1;09/10/2020;27;64;1;21;0;1;27;2;2;1;3;6;0;0;0;0;0;0;Chile
8420;1970;Segundo Grau;Solteiro;15315;0;0;08/03/2020;27;7;4;13;15;8;17;2;2;0;4;5;0;0;0;0;0;0;Estados Unidos
10065;1970;Segundo Grau;Solteiro;15315;0;0;08/03/2020;27;7;4;13;15;8;17;2;2;0;4;5;0;0;0;0;0;0;Estados Unidos
1029;1970;Doutorado;Casado;64413;0;1;08/01/2020;27;200;5;44;0;10;20;1;5;1;5;5;0;0;0;0;0;0;Estados Unidos
4207;1981;Doutorado;Solteiro;87171;0;0;05/01/2020;27;1001;44;107;58;44;44;1;6;7;11;2;1;0;1;0;0;0;Estados Unidos
10277;1961;Curso Superior;Solteiro;30081;0;1;02/01/2023;27;36;0;2;0;0;4;1;1;0;3;7;0;0;0;0;0;0;Estados Unidos
4436;1976;Curso Superior;Solteiro;20180;0;0;02/05/2022;27;18;42;24;15;20;18;1;2;1;4;7;0;0;0;0;0;0;Estados Unidos
2929;1976;Curso Superior;Solteiro;20180;0;0;02/05/2022;27;18;42;24;15;20;18;1;2;1;4;7;0;0;0;0;0;0;Estados Unidos
6281;1966;Curso Superior;Divorciado;55686;0;1;2/02/2023;27;673;0;199;37;47;26;2;6;3;5;4;1;0;0;0;0;0;Estados Unidos
10390;1959;Segundo Grau;Solteiro;26887;0;1;02/10/2020;27;6;7;4;3;4;6;1;1;0;3;6;0;0;0;0;0;0;Estados Unidos
2574;1977;Doutorado;Solteiro;61996;0;1;1/08/2023;27;1050;12;144;0;0;24;3;6;4;8;5;0;1;0;1;1;1;Estados Unidos
709;1952;Curso Superior;Divorciado;51537;0;1;12/09/2019;27;787;20;204;0;0;92;3;2;2;11;8;0;0;0;0;0;0;Espanha
5955;1962;Curso Superior;Casado;72025;0;0;11/02/2022;27;833;33;549;151;133;233;1;4;3;8;3;0;0;0;0;0;0;Estados Unidos
8486;1971;Mestrado;Casado;30538;1;0;10/01/2019;27;284;0;52;8;3;20;4;9;0;4;10;0;0;0;0;0;0;Estados Unidos
10343;1991;Segundo Grau;Solteiro;61618;0;0;09/09/2022;27;605;91;399;0;45;205;2;3;6;8;3;0;0;0;0;0;0;Argentina
6652;1965;Curso Superior;Solteiro;77343;0;0;06/09/2018;28;227;151;573;98;54;31;1;3;4;9;1;0;0;0;0;0;0;Chile
8746;1989;Curso Superior;Solteiro;75433;1;0;04/05/2018;28;800;0;297;0;34;57;2;2;5;10;6;0;1;0;1;0;0;Estados Unidos
4686;1962;Doutorado;Divorciado;82571;0;0;04/02/2018;28;861;31;558;62;95;79;0;6;5;13;2;0;0;1;0;0;0;Estados Unidos
3551;1954;Mestrado;Casado;60033;0;1;3/07/2021;28;62;1;57;19;11;48;2;2;1;5;2;0;0;0;0;0;0;Estados Unidos
4338;1983;Curso Superior;Solteiro;39062;1;0;3/04/2021;28;23;0;9;0;0;12;1;1;0;3;4;1;0;0;0;0;0;Estados Unidos
4444;1972;Curso Superior;Solteiro;30023;1;0;3/04/2021;28;11;0;16;7;6;21;1;2;0;3;8;0;0;0;0;0;0;Estados Unidos
