"","id","average_depth","anomaly_score","status"
"778",778,7.78,0.59,"normal"
"779",779,7.76,0.59,"normal"
"780",780,8,0.58,"normal"
"781",781,7.93,0.58,"normal"
"782",782,7.18,0.62,"normal"
"783",783,7.58,0.6,"normal"
"784",784,7.75,0.59,"normal"
"785",785,7.96,0.58,"normal"
"786",786,7.91,0.59,"normal"
"787",787,7.54,0.6,"normal"
"788",788,7.86,0.59,"normal"
"789",789,7.93,0.58,"normal"
"790",790,7.06,0.62,"normal"
"791",791,7.96,0.58,"normal"
"792",792,7.93,0.58,"normal"
"793",793,7.98,0.58,"normal"
"794",794,7.89,0.59,"normal"
"795",795,7.87,0.59,"normal"
"796",796,7.9,0.59,"normal"
"797",797,7.78,0.59,"normal"
"798",798,7.93,0.58,"normal"
"799",799,7.89,0.59,"normal"
"800",800,7.76,0.59,"normal"
"801",801,7.73,0.59,"normal"
"802",802,7.87,0.59,"normal"
"803",803,7.59,0.6,"normal"
"804",804,7.84,0.59,"normal"
"805",805,7.99,0.58,"normal"
"806",806,7.8,0.59,"normal"
"807",807,7.94,0.58,"normal"
"808",808,7.94,0.58,"normal"
"809",809,7.68,0.59,"normal"
"810",810,7.52,0.6,"normal"
"811",811,7.64,0.6,"normal"
"812",812,7.95,0.58,"normal"
"813",813,7.56,0.6,"normal"
"814",814,7.15,0.62,"normal"
"815",815,7.97,0.58,"normal"
"816",816,7.89,0.59,"normal"
"817",817,7.7,0.59,"normal"
"818",818,7.99,0.58,"normal"
"819",819,7.97,0.58,"normal"
"820",820,7.99,0.58,"normal"
"821",821,7.97,0.58,"normal"
"822",822,7.8,0.59,"normal"
"823",823,7.81,0.59,"normal"
"824",824,7.66,0.6,"normal"
"825",825,7.7,0.59,"normal"
"826",826,7.93,0.58,"normal"
"827",827,7.3,0.61,"normal"
"828",828,7.94,0.58,"normal"
"829",829,7.47,0.6,"normal"
"830",830,7.99,0.58,"normal"
"831",831,7.7,0.59,"normal"
"832",832,7.98,0.58,"normal"
"833",833,7.98,0.58,"normal"
"834",834,7.89,0.59,"normal"
"835",835,7.18,0.62,"normal"
"836",836,7.97,0.58,"normal"
"837",837,7.92,0.59,"normal"
"838",838,7.92,0.59,"normal"
"839",839,7.95,0.58,"normal"
"840",840,7.84,0.59,"normal"
"841",841,7.96,0.58,"normal"
"842",842,7.96,0.58,"normal"
"843",843,7.82,0.59,"normal"
"844",844,7.96,0.58,"normal"
"845",845,7.44,0.6,"normal"
"846",846,7.8,0.59,"normal"
"847",847,7.98,0.58,"normal"
"848",848,7.86,0.59,"normal"
"849",849,7.93,0.58,"normal"
"850",850,7.97,0.58,"normal"
"851",851,7.73,0.59,"normal"
"852",852,7.71,0.59,"normal"
"853",853,7.69,0.59,"normal"
"854",854,7.94,0.58,"normal"
"855",855,7.89,0.59,"normal"
"856",856,7.93,0.58,"normal"
"857",857,7.48,0.6,"normal"
"858",858,7.99,0.58,"normal"
"859",859,7.47,0.6,"normal"
"860",860,7.96,0.58,"normal"
"861",861,7.99,0.58,"normal"
"862",862,7.96,0.58,"normal"
"863",863,7.92,0.59,"normal"
"864",864,7.12,0.62,"normal"
"865",865,7.91,0.59,"normal"
"866",866,7.87,0.59,"normal"
"867",867,7.9,0.59,"normal"
"868",868,7.93,0.58,"normal"
"869",869,7.79,0.59,"normal"
"870",870,7.71,0.59,"normal"
"871",871,7.98,0.58,"normal"
"872",872,7.83,0.59,"normal"
"873",873,8,0.58,"normal"
"874",874,7.66,0.6,"normal"
"875",875,7.24,0.61,"normal"
"876",876,7.97,0.58,"normal"
"877",877,7.91,0.59,"normal"
"878",878,7.66,0.6,"normal"
"879",879,7.93,0.58,"normal"
"880",880,7.95,0.58,"normal"
"881",881,8,0.58,"normal"
"882",882,7.67,0.6,"normal"
"883",883,7.91,0.59,"normal"
"884",884,7.93,0.58,"normal"
"885",885,7.93,0.58,"normal"
"886",886,7.97,0.58,"normal"
"887",887,7.81,0.59,"normal"
"888",888,7.98,0.58,"normal"
"889",889,7.82,0.59,"normal"
"890",890,7.92,0.59,"normal"
"891",891,7.99,0.58,"normal"
"892",892,7.95,0.58,"normal"
"893",893,7.73,0.59,"normal"
"894",894,7.92,0.59,"normal"
"895",895,7.97,0.58,"normal"
"896",896,7.92,0.59,"normal"
"897",897,7.87,0.59,"normal"
"898",898,7.96,0.58,"normal"
"899",899,7.78,0.59,"normal"
"900",900,7.97,0.58,"normal"
"901",901,7.73,0.59,"normal"
"902",902,7.76,0.59,"normal"
"903",903,7.96,0.58,"normal"
"904",904,7.98,0.58,"normal"
"905",905,7.92,0.59,"normal"
"906",906,7.8,0.59,"normal"
"907",907,7.79,0.59,"normal"
"908",908,7.95,0.58,"normal"
"909",909,7.49,0.6,"normal"
"910",910,7.76,0.59,"normal"
"911",911,7.96,0.58,"normal"
"912",912,7.9,0.59,"normal"
"913",913,7.88,0.59,"normal"
"914",914,7.89,0.59,"normal"
"915",915,7.94,0.58,"normal"
"916",916,7.37,0.61,"normal"
"917",917,7.97,0.58,"normal"
"918",918,7.67,0.6,"normal"
"919",919,7.97,0.58,"normal"
"920",920,7.83,0.59,"normal"
"921",921,7.82,0.59,"normal"
"922",922,7.88,0.59,"normal"
"923",923,7.16,0.62,"normal"
"924",924,7.82,0.59,"normal"
"925",925,7.8,0.59,"normal"
"926",926,7.06,0.62,"normal"
"927",927,7.96,0.58,"normal"
"928",928,7.93,0.58,"normal"
"929",929,7.86,0.59,"normal"
"930",930,7.79,0.59,"normal"
"931",931,7.92,0.59,"normal"
"932",932,7.98,0.58,"normal"
"933",933,7.53,0.6,"normal"
"934",934,7.66,0.6,"normal"
"935",935,7.94,0.58,"normal"
"936",936,7.77,0.59,"normal"
"937",937,7.89,0.59,"normal"
"938",938,7.07,0.62,"normal"
"939",939,7.92,0.59,"normal"
"940",940,7.81,0.59,"normal"
"941",941,7.83,0.59,"normal"
"942",942,7.9,0.59,"normal"
"943",943,7.92,0.59,"normal"
"944",944,7.92,0.59,"normal"
"945",945,7.95,0.58,"normal"
"946",946,7.9,0.59,"normal"
"947",947,7.89,0.59,"normal"
"948",948,7.85,0.59,"normal"
"949",949,7.98,0.58,"normal"
"950",950,7.41,0.61,"normal"
"951",951,7.9,0.59,"normal"
"952",952,7.55,0.6,"normal"
"953",953,7.98,0.58,"normal"
"954",954,7.98,0.58,"normal"
"955",955,7.9,0.59,"normal"
"956",956,7.74,0.59,"normal"
"957",957,7.77,0.59,"normal"
"958",958,7.99,0.58,"normal"
"959",959,7.82,0.59,"normal"
"960",960,7.97,0.58,"normal"
"961",961,7.92,0.59,"normal"
"962",962,7.98,0.58,"normal"
"963",963,7.18,0.62,"normal"
"964",964,7.69,0.59,"normal"
"965",965,7.81,0.59,"normal"
"966",966,7.85,0.59,"normal"
"967",967,7.97,0.58,"normal"
"968",968,7.93,0.58,"normal"
"969",969,7.8,0.59,"normal"
"970",970,7.87,0.59,"normal"
"971",971,7.96,0.58,"normal"
"972",972,7.97,0.58,"normal"
"973",973,7.84,0.59,"normal"
"974",974,7.97,0.58,"normal"
"975",975,8,0.58,"normal"
"976",976,7.96,0.58,"normal"
"977",977,7.79,0.59,"normal"
"978",978,7.9,0.59,"normal"
"979",979,7.98,0.58,"normal"
"980",980,7.98,0.58,"normal"
"981",981,7.91,0.59,"normal"
"982",982,7.87,0.59,"normal"
"983",983,7.96,0.58,"normal"
"984",984,7.97,0.58,"normal"
"985",985,7.83,0.59,"normal"
"986",986,7.79,0.59,"normal"
"987",987,7.84,0.59,"normal"
"988",988,7.88,0.59,"normal"
"989",989,7.9,0.59,"normal"
"990",990,7.9,0.59,"normal"
"991",991,8,0.58,"normal"
"992",992,7.91,0.59,"normal"
"993",993,7.4,0.61,"normal"
"994",994,7.9,0.59,"normal"
"995",995,7.96,0.58,"normal"
"996",996,7.93,0.58,"normal"
"997",997,7.81,0.59,"normal"
"998",998,8,0.58,"normal"
"999",999,7.53,0.6,"normal"
"1000",1000,7.84,0.59,"normal"
"1001",1001,7.4,0.61,"normal"
"1002",1002,7.93,0.58,"normal"
"1003",1003,7.78,0.59,"normal"
"1004",1004,7.96,0.58,"normal"
"1005",1005,7.82,0.59,"normal"
"1006",1006,7.94,0.58,"normal"
"1007",1007,7.97,0.58,"normal"
"1008",1008,7.87,0.59,"normal"
"1009",1009,7.8,0.59,"normal"
"1010",1010,7.93,0.58,"normal"
"1011",1011,7.99,0.58,"normal"
"1012",1012,7.64,0.6,"normal"
"1013",1013,7.05,0.62,"normal"
"1014",1014,7.84,0.59,"normal"
"1015",1015,7.84,0.59,"normal"
"1016",1016,7.94,0.58,"normal"
"1017",1017,7.81,0.59,"normal"
"1018",1018,7.93,0.58,"normal"
"1019",1019,7.84,0.59,"normal"
"1020",1020,7.91,0.59,"normal"
"1021",1021,7.74,0.59,"normal"
"1022",1022,7.94,0.58,"normal"
"1023",1023,7.95,0.58,"normal"
"1024",1024,7.93,0.58,"normal"
"1025",1025,7.91,0.59,"normal"
"1026",1026,7.98,0.58,"normal"
"1027",1027,7.03,0.62,"normal"
"1028",1028,7.84,0.59,"normal"
"1029",1029,7.88,0.59,"normal"
"1030",1030,7.72,0.59,"normal"
"1031",1031,7.98,0.58,"normal"
"1032",1032,7.8,0.59,"normal"
"1033",1033,7.92,0.59,"normal"
"1034",1034,7.67,0.6,"normal"
"1035",1035,7.96,0.58,"normal"
"1036",1036,7.73,0.59,"normal"
"1037",1037,7.8,0.59,"normal"
"1038",1038,7.25,0.61,"normal"
"1039",1039,7.86,0.59,"normal"
"1040",1040,7.91,0.59,"normal"
"1041",1041,8,0.58,"normal"
"1042",1042,7.72,0.59,"normal"
"1043",1043,7.97,0.58,"normal"
"1044",1044,7.85,0.59,"normal"
"1045",1045,6.88,0.63,"anomalia"
"1046",1046,7.82,0.59,"normal"
"1047",1047,7.63,0.6,"normal"
"1048",1048,7.78,0.59,"normal"
"1049",1049,7.97,0.58,"normal"
"1050",1050,7.56,0.6,"normal"
"1051",1051,7.97,0.58,"normal"
"1052",1052,7.89,0.59,"normal"
"1053",1053,7.52,0.6,"normal"
"1054",1054,7.93,0.58,"normal"
"1055",1055,7.89,0.59,"normal"
"1056",1056,7.93,0.58,"normal"
"1057",1057,7.72,0.59,"normal"
"1058",1058,7.75,0.59,"normal"
"1059",1059,7.89,0.59,"normal"
"1060",1060,7.85,0.59,"normal"
"1061",1061,6.73,0.63,"anomalia"
"1062",1062,7.97,0.58,"normal"
"1063",1063,7.91,0.59,"normal"
"1064",1064,7.84,0.59,"normal"
"1065",1065,7.81,0.59,"normal"
"1066",1066,7.93,0.58,"normal"
"1067",1067,7.84,0.59,"normal"
"1068",1068,7.93,0.58,"normal"
"1069",1069,7.67,0.6,"normal"
"1070",1070,7.84,0.59,"normal"
"1071",1071,7.96,0.58,"normal"
"1072",1072,7.86,0.59,"normal"
"1073",1073,7.94,0.58,"normal"
"1074",1074,6.54,0.64,"anomalia"
"1075",1075,7.82,0.59,"normal"
"1076",1076,7.8,0.59,"normal"
"1077",1077,7.15,0.62,"normal"
"1078",1078,7.67,0.6,"normal"
"1079",1079,7.59,0.6,"normal"
"1080",1080,7.99,0.58,"normal"
"1081",1081,7.99,0.58,"normal"
"1082",1082,7.89,0.59,"normal"
"1083",1083,7.88,0.59,"normal"
"1084",1084,7.96,0.58,"normal"
"1085",1085,7.88,0.59,"normal"
"1086",1086,8,0.58,"normal"
"1087",1087,7.9,0.59,"normal"
"1088",1088,7.93,0.58,"normal"
"1089",1089,7.93,0.58,"normal"
"1090",1090,7.91,0.59,"normal"
"1091",1091,6.94,0.63,"anomalia"
"1092",1092,7.86,0.59,"normal"
"1093",1093,7.77,0.59,"normal"
"1094",1094,7.17,0.62,"normal"
"1095",1095,7.8,0.59,"normal"
"1096",1096,7.88,0.59,"normal"
"1097",1097,7.95,0.58,"normal"
"1098",1098,7.15,0.62,"normal"
"1099",1099,7.94,0.58,"normal"
"1100",1100,7.82,0.59,"normal"
"1101",1101,7.97,0.58,"normal"
"1102",1102,7.66,0.6,"normal"
"1103",1103,6.57,0.64,"anomalia"
"1104",1104,7.77,0.59,"normal"
"1105",1105,7.97,0.58,"normal"
"1106",1106,7.98,0.58,"normal"
"1107",1107,7.73,0.59,"normal"
"1108",1108,7.95,0.58,"normal"
"1109",1109,7.81,0.59,"normal"
"1110",1110,7.99,0.58,"normal"
"1111",1111,7.93,0.58,"normal"
"1112",1112,7.9,0.59,"normal"
"1113",1113,7.96,0.58,"normal"
"1114",1114,7.68,0.59,"normal"
"1115",1115,7.67,0.6,"normal"
"1116",1116,7.69,0.59,"normal"
"1117",1117,7.93,0.58,"normal"
"1118",1118,7.87,0.59,"normal"
"1119",1119,7.93,0.58,"normal"
"1120",1120,7.29,0.61,"normal"
"1121",1121,7.97,0.58,"normal"
"1122",1122,7.81,0.59,"normal"
"1123",1123,7.73,0.59,"normal"
"1124",1124,7.99,0.58,"normal"
"1125",1125,7.7,0.59,"normal"
"1126",1126,7.28,0.61,"normal"
"1127",1127,7.94,0.58,"normal"
"1128",1128,7.91,0.59,"normal"
"1129",1129,7.88,0.59,"normal"
"1130",1130,7.15,0.62,"normal"
"1131",1131,7.87,0.59,"normal"
"1132",1132,7.89,0.59,"normal"
"1133",1133,7.98,0.58,"normal"
"1134",1134,7.49,0.6,"normal"
"1135",1135,7.92,0.59,"normal"
"1136",1136,6.72,0.63,"anomalia"
"1137",1137,7.89,0.59,"normal"
"1138",1138,7.99,0.58,"normal"
"1139",1139,7.77,0.59,"normal"
"1140",1140,7.93,0.58,"normal"
"1141",1141,7.18,0.62,"normal"
"1142",1142,7.94,0.58,"normal"
"1143",1143,7.99,0.58,"normal"
"1144",1144,7.82,0.59,"normal"
"1145",1145,7.73,0.59,"normal"
"1146",1146,7.95,0.58,"normal"
"1147",1147,7.98,0.58,"normal"
"1148",1148,7.61,0.6,"normal"
"1149",1149,7.9,0.59,"normal"
"1150",1150,7.98,0.58,"normal"
"1151",1151,7.89,0.59,"normal"
"1152",1152,7.97,0.58,"normal"
"1153",1153,7.89,0.59,"normal"
"1154",1154,7.25,0.61,"normal"
"1155",1155,7.95,0.58,"normal"
"1156",1156,7.96,0.58,"normal"
"1157",1157,7.95,0.58,"normal"
"1158",1158,7.89,0.59,"normal"
"1159",1159,7.79,0.59,"normal"
"1160",1160,7.76,0.59,"normal"
"1161",1161,7.91,0.59,"normal"
"1162",1162,7.98,0.58,"normal"
"1163",1163,7.99,0.58,"normal"
"1164",1164,7.74,0.59,"normal"
"1165",1165,7.95,0.58,"normal"
"1166",1166,7.93,0.58,"normal"
"1167",1167,7.97,0.58,"normal"
"1168",1168,7.99,0.58,"normal"
"1169",1169,7.95,0.58,"normal"
"1170",1170,7.6,0.6,"normal"
"1171",1171,7.29,0.61,"normal"
"1172",1172,7.71,0.59,"normal"
"1173",1173,7.94,0.58,"normal"
"1174",1174,7.99,0.58,"normal"
"1175",1175,7.77,0.59,"normal"
"1176",1176,8,0.58,"normal"
"1177",1177,7.57,0.6,"normal"
"1178",1178,7.98,0.58,"normal"
"1179",1179,7.91,0.59,"normal"
"1180",1180,7.98,0.58,"normal"
"1181",1181,7.99,0.58,"normal"
"1182",1182,7.76,0.59,"normal"
"1183",1183,7.97,0.58,"normal"
"1184",1184,8,0.58,"normal"
"1185",1185,7.17,0.62,"normal"
"1186",1186,7.98,0.58,"normal"
"1187",1187,8,0.58,"normal"
"1188",1188,7.98,0.58,"normal"
"1189",1189,7.79,0.59,"normal"
"1190",1190,8,0.58,"normal"
"1191",1191,7.88,0.59,"normal"
"1192",1192,7.92,0.59,"normal"
"1193",1193,7.72,0.59,"normal"
"1194",1194,7.75,0.59,"normal"
"1195",1195,7.71,0.59,"normal"
"1196",1196,7.92,0.59,"normal"
"1197",1197,7.85,0.59,"normal"
"1198",1198,7.38,0.61,"normal"
"1199",1199,7.95,0.58,"normal"
"1200",1200,7.77,0.59,"normal"
"1201",1201,7.99,0.58,"normal"
"1202",1202,7.92,0.59,"normal"
"1203",1203,8,0.58,"normal"
"1204",1204,7.21,0.61,"normal"
"1205",1205,7.96,0.58,"normal"
"1206",1206,7.93,0.58,"normal"
"1207",1207,7.85,0.59,"normal"
"1208",1208,7.94,0.58,"normal"
"1209",1209,7.98,0.58,"normal"
"1210",1210,7.72,0.59,"normal"
"1211",1211,7.85,0.59,"normal"
"1212",1212,7.74,0.59,"normal"
"1213",1213,7.97,0.58,"normal"
"1214",1214,7.88,0.59,"normal"
"1215",1215,7.61,0.6,"normal"
"1216",1216,7.97,0.58,"normal"
"1217",1217,7.69,0.59,"normal"
"1218",1218,7.4,0.61,"normal"
"1219",1219,7.95,0.58,"normal"
"1220",1220,7.94,0.58,"normal"
"1221",1221,7.64,0.6,"normal"
"1222",1222,7.95,0.58,"normal"
"1223",1223,7.98,0.58,"normal"
"1224",1224,7.9,0.59,"normal"
"1225",1225,7.85,0.59,"normal"
"1226",1226,7.96,0.58,"normal"
"1227",1227,7.76,0.59,"normal"
"1228",1228,7.93,0.58,"normal"
"1229",1229,7.98,0.58,"normal"
"1230",1230,7.86,0.59,"normal"
"1231",1231,7.49,0.6,"normal"
"1232",1232,7.91,0.59,"normal"
"1233",1233,7.76,0.59,"normal"
"1234",1234,7.76,0.59,"normal"
"1235",1235,7.96,0.58,"normal"
"1236",1236,7.95,0.58,"normal"
"1237",1237,7.93,0.58,"normal"
"1238",1238,7.9,0.59,"normal"
"1239",1239,7.26,0.61,"normal"
"1240",1240,7.88,0.59,"normal"
"1241",1241,7.86,0.59,"normal"
"1242",1242,7.95,0.58,"normal"
"1243",1243,7.95,0.58,"normal"
"1244",1244,7.86,0.59,"normal"
"1245",1245,7.46,0.6,"normal"
"1246",1246,7.95,0.58,"normal"
"1247",1247,7.8,0.59,"normal"
"1248",1248,7.81,0.59,"normal"
"1249",1249,7.99,0.58,"normal"
"1250",1250,7.95,0.58,"normal"
"1251",1251,7.99,0.58,"normal"
"1252",1252,7.94,0.58,"normal"
"1253",1253,7.93,0.58,"normal"
"1254",1254,7.23,0.61,"normal"
"1255",1255,7.92,0.59,"normal"
"1256",1256,7.92,0.59,"normal"
"1257",1257,7.98,0.58,"normal"
"1258",1258,7.94,0.58,"normal"
"1259",1259,7.14,0.62,"normal"
"1260",1260,7.67,0.6,"normal"
"1261",1261,7.91,0.59,"normal"
"1262",1262,8,0.58,"normal"
"1263",1263,7.76,0.59,"normal"
"1264",1264,7.9,0.59,"normal"
"1265",1265,7.83,0.59,"normal"
"1266",1266,7.99,0.58,"normal"
"1267",1267,7.96,0.58,"normal"
"1268",1268,7.96,0.58,"normal"
"1269",1269,7.93,0.58,"normal"
"1270",1270,7.81,0.59,"normal"
"1271",1271,7.9,0.59,"normal"
"1272",1272,7.65,0.6,"normal"
"1273",1273,7.9,0.59,"normal"
"1274",1274,7.93,0.58,"normal"
"1275",1275,7.88,0.59,"normal"
"1276",1276,7.49,0.6,"normal"
"1277",1277,7.93,0.58,"normal"
"1278",1278,7.98,0.58,"normal"
"1279",1279,7.71,0.59,"normal"
"1280",1280,7.26,0.61,"normal"
"1281",1281,7.84,0.59,"normal"
"1282",1282,7.79,0.59,"normal"
"1283",1283,7.02,0.62,"normal"
"1284",1284,7.83,0.59,"normal"
"1285",1285,7.95,0.58,"normal"
"1286",1286,7.97,0.58,"normal"
"1287",1287,7.78,0.59,"normal"
"1288",1288,7.87,0.59,"normal"
"1289",1289,7.76,0.59,"normal"
"1290",1290,7.89,0.59,"normal"
"1291",1291,7.94,0.58,"normal"
"1292",1292,7.95,0.58,"normal"
"1293",1293,6.91,0.63,"anomalia"
"1294",1294,7.73,0.59,"normal"
"1295",1295,7.8,0.59,"normal"
"1296",1296,7.62,0.6,"normal"
"1297",1297,7.97,0.58,"normal"
"1298",1298,7.71,0.59,"normal"
"1299",1299,7.95,0.58,"normal"
"1300",1300,7.92,0.59,"normal"
"1301",1301,7.97,0.58,"normal"
"1302",1302,7.94,0.58,"normal"
"1303",1303,7.79,0.59,"normal"
"1304",1304,7.79,0.59,"normal"
"1305",1305,7.84,0.59,"normal"
"1306",1306,7.41,0.61,"normal"
"1307",1307,7.96,0.58,"normal"
"1308",1308,7.81,0.59,"normal"
"1309",1309,7.91,0.59,"normal"
"1310",1310,7.99,0.58,"normal"
"1311",1311,7.98,0.58,"normal"
"1312",1312,7.94,0.58,"normal"
"1313",1313,7.98,0.58,"normal"
"1314",1314,7.33,0.61,"normal"
"1315",1315,7.95,0.58,"normal"
"1316",1316,7.64,0.6,"normal"
"1317",1317,7.89,0.59,"normal"
"1318",1318,7.9,0.59,"normal"
"1319",1319,7.97,0.58,"normal"
"1320",1320,7.92,0.59,"normal"
"1321",1321,7.96,0.58,"normal"
"1322",1322,7.87,0.59,"normal"
"1323",1323,7.83,0.59,"normal"
"1324",1324,7.86,0.59,"normal"
"1325",1325,7.95,0.58,"normal"
"1326",1326,7.9,0.59,"normal"
"1327",1327,7.92,0.59,"normal"
"1328",1328,7.78,0.59,"normal"
"1329",1329,7.73,0.59,"normal"
"1330",1330,7.96,0.58,"normal"
"1331",1331,7.97,0.58,"normal"
"1332",1332,7.99,0.58,"normal"
"1333",1333,7.25,0.61,"normal"
"1334",1334,7.91,0.59,"normal"
"1335",1335,7.96,0.58,"normal"
"1336",1336,7.79,0.59,"normal"
"1337",1337,7.88,0.59,"normal"
"1338",1338,7.82,0.59,"normal"
"1339",1339,7.93,0.58,"normal"
"1340",1340,7.92,0.59,"normal"
"1341",1341,7.98,0.58,"normal"
"1342",1342,7.94,0.58,"normal"
"1343",1343,7.15,0.62,"normal"
"1344",1344,7.81,0.59,"normal"
"1345",1345,7.83,0.59,"normal"
"1346",1346,7.98,0.58,"normal"
"1347",1347,7.9,0.59,"normal"
"1348",1348,7.91,0.59,"normal"
"1349",1349,7.92,0.59,"normal"
"1350",1350,7.92,0.59,"normal"
"1351",1351,7.99,0.58,"normal"
"1352",1352,7.79,0.59,"normal"
"1353",1353,7.87,0.59,"normal"
"1354",1354,7.73,0.59,"normal"
"1355",1355,7.79,0.59,"normal"
"1356",1356,7.86,0.59,"normal"
"1357",1357,7.11,0.62,"normal"
"1358",1358,7.89,0.59,"normal"
"1359",1359,8,0.58,"normal"
"1360",1360,7.94,0.58,"normal"
"1361",1361,7.72,0.59,"normal"
"1362",1362,7.97,0.58,"normal"
"1363",1363,7.91,0.59,"normal"
"1364",1364,7.81,0.59,"normal"
"1365",1365,7.45,0.6,"normal"
"1366",1366,7.94,0.58,"normal"
"1367",1367,7.91,0.59,"normal"
"1368",1368,7.92,0.59,"normal"
"1369",1369,7.19,0.61,"normal"
"1370",1370,7.98,0.58,"normal"
"1371",1371,7.94,0.58,"normal"
"1372",1372,7.95,0.58,"normal"
"1373",1373,7.75,0.59,"normal"
"1374",1374,7.91,0.59,"normal"
"1375",1375,7.57,0.6,"normal"
"1376",1376,7.96,0.58,"normal"
"1377",1377,7.9,0.59,"normal"
"1378",1378,6.93,0.63,"anomalia"
"1379",1379,7.22,0.61,"normal"
"1380",1380,7.69,0.59,"normal"
"1381",1381,7.82,0.59,"normal"
"1382",1382,7.9,0.59,"normal"
"1383",1383,7.78,0.59,"normal"
"1384",1384,7.81,0.59,"normal"
"1385",1385,7.99,0.58,"normal"
"1386",1386,7.96,0.58,"normal"
"1387",1387,7.55,0.6,"normal"
"1388",1388,6.97,0.62,"normal"
"1389",1389,7.69,0.59,"normal"
"1390",1390,7.14,0.62,"normal"
"1391",1391,7.98,0.58,"normal"
"1392",1392,7.75,0.59,"normal"
"1393",1393,7.72,0.59,"normal"
"1394",1394,6.97,0.62,"normal"
"1395",1395,7.9,0.59,"normal"
"1396",1396,7.9,0.59,"normal"
"1397",1397,7.34,0.61,"normal"
"1398",1398,7.93,0.58,"normal"
"1399",1399,7.72,0.59,"normal"
"1400",1400,7.96,0.58,"normal"
"1401",1401,7.76,0.59,"normal"
"1402",1402,7.85,0.59,"normal"
"1403",1403,7.79,0.59,"normal"
"1404",1404,7.65,0.6,"normal"
"1405",1405,7.85,0.59,"normal"
"1406",1406,7.9,0.59,"normal"
"1407",1407,7.95,0.58,"normal"
"1408",1408,7.98,0.58,"normal"
"1409",1409,7.43,0.6,"normal"
"1410",1410,7.91,0.59,"normal"
"1411",1411,7.97,0.58,"normal"
"1412",1412,7.91,0.59,"normal"
"1413",1413,7.98,0.58,"normal"
"1414",1414,7.85,0.59,"normal"
"1415",1415,7.85,0.59,"normal"
"1416",1416,7.87,0.59,"normal"
"1417",1417,7.69,0.59,"normal"
"1418",1418,7.92,0.59,"normal"
"1419",1419,7.88,0.59,"normal"
"1420",1420,7.79,0.59,"normal"
"1421",1421,7.93,0.58,"normal"
"1422",1422,7.94,0.58,"normal"
"1423",1423,7.97,0.58,"normal"
"1424",1424,7.89,0.59,"normal"
"1425",1425,7.36,0.61,"normal"
"1426",1426,7.58,0.6,"normal"
"1427",1427,7.79,0.59,"normal"
"1428",1428,7.92,0.59,"normal"
"1429",1429,7.97,0.58,"normal"
"1430",1430,7.83,0.59,"normal"
"1431",1431,7.97,0.58,"normal"
"1432",1432,7.93,0.58,"normal"
"1433",1433,7.83,0.59,"normal"
"1434",1434,7.85,0.59,"normal"
"1435",1435,7.96,0.58,"normal"
"1436",1436,7.98,0.58,"normal"
"1437",1437,7.57,0.6,"normal"
"1438",1438,7.88,0.59,"normal"
"1439",1439,7.94,0.58,"normal"
"1440",1440,7.63,0.6,"normal"
"1441",1441,8,0.58,"normal"
"1442",1442,7.71,0.59,"normal"
"1443",1443,7.95,0.58,"normal"
"1444",1444,7.79,0.59,"normal"
"1445",1445,7.92,0.59,"normal"
"1446",1446,7.92,0.59,"normal"
"1447",1447,7.88,0.59,"normal"
"1448",1448,7.96,0.58,"normal"
"1449",1449,7.82,0.59,"normal"
"1450",1450,7.51,0.6,"normal"
"1451",1451,7.31,0.61,"normal"
"1452",1452,7.07,0.62,"normal"
"1453",1453,7.86,0.59,"normal"
"1454",1454,7.77,0.59,"normal"
"1455",1455,7.96,0.58,"normal"
"1456",1456,7.94,0.58,"normal"
"1457",1457,7.07,0.62,"normal"
"1458",1458,7.92,0.59,"normal"
"1459",1459,7.97,0.58,"normal"
"1460",1460,7.96,0.58,"normal"
"1461",1461,7.91,0.59,"normal"
"1462",1462,7.94,0.58,"normal"
"1463",1463,7.96,0.58,"normal"
"1464",1464,8,0.58,"normal"
"1465",1465,7.93,0.58,"normal"
"1466",1466,7.92,0.59,"normal"
"1467",1467,7.95,0.58,"normal"
"1468",1468,7.74,0.59,"normal"
"1469",1469,7.59,0.6,"normal"
"1470",1470,7.98,0.58,"normal"
"1471",1471,7.73,0.59,"normal"
"1472",1472,6.98,0.62,"normal"
"1473",1473,7.83,0.59,"normal"
"1474",1474,7.96,0.58,"normal"
"1475",1475,7.96,0.58,"normal"
"1476",1476,7.88,0.59,"normal"
"1477",1477,7.45,0.6,"normal"
"1478",1478,7.99,0.58,"normal"
"1479",1479,7.9,0.59,"normal"
"1480",1480,7.88,0.59,"normal"
"1481",1481,7.77,0.59,"normal"
"1482",1482,7.75,0.59,"normal"
"1483",1483,7.97,0.58,"normal"
"1484",1484,7.87,0.59,"normal"
"1485",1485,7.75,0.59,"normal"
"1486",1486,7.96,0.58,"normal"
"1487",1487,7.6,0.6,"normal"
"1488",1488,7.86,0.59,"normal"
"1489",1489,7.89,0.59,"normal"
"1490",1490,7.25,0.61,"normal"
"1491",1491,7.96,0.58,"normal"
"1492",1492,7.93,0.58,"normal"
"1493",1493,7.99,0.58,"normal"
"1494",1494,7.66,0.6,"normal"
"1495",1495,7.89,0.59,"normal"
"1496",1496,7.79,0.59,"normal"
"1497",1497,7.84,0.59,"normal"
"1498",1498,7.98,0.58,"normal"
"1499",1499,7.89,0.59,"normal"
