Pedido;Cliente;Produto;Valor Venda;Quantidade Vendida;Custo Envio
MX-2013-166604;JL-15235;TEC-CO-10003002;378,92064;4;41,24
TU-2013-5470;PF-9225;OFF-FEL-10002867;331,776;4;41,24
AO-2013-2100;AS-285;FUR-DEF-10004355;402,96;8;41,24
ID-2013-30915;TB-21520;FUR-BO-10002390;674,901;2;41,23
IT-2014-1885149;KD-16345;TEC-CO-10004078;886,95;3;41,22
ID-2012-11987;IM-15070;FUR-FU-10001942;424,5315;5;41,22
MX-2014-112585;EG-13900;TEC-CO-10000372;387,224;4;41,21
IN-2013-18497;SH-19975;OFF-SU-10003863;190,512;8;41,21
RS-2013-1610;PB-8805;TEC-MOT-10001088;173,46;1;41,21
MX-2014-148719;OT-18730;TEC-PH-10004358;242,88;2;41,2
MX-2012-108238;JR-16210;OFF-AP-10000667;746,24;2;41,2
IN-2013-52972;BD-11620;OFF-PA-10001258;498;10;41,18
CA-2013-141397;RC-19825;FUR-CH-10003846;161,568;2;41,18
MX-2013-149482;RF-19345;TEC-CO-10001595;877,3418;5;41,17
IT-2014-3434385;SC-20380;FUR-CH-10001726;423,9;9;41,17
US-2011-166436;TZ-21445;TEC-PH-10004235;437,088;6;41,15
ES-2014-3079041;SC-20770;TEC-CO-10001192;371,79;3;41,15
IN-2013-83289;JP-16135;TEC-AC-10001295;409,08;4;41,15
IN-2014-19911;ED-13885;TEC-AC-10001438;123,12;3;41,14
IN-2013-52804;GA-14515;OFF-PA-10004727;333,774;14;41,14
MX-2013-111010;AG-10900;OFF-SU-10000153;366,08;11;41,14
US-2014-129546;SG-20890;FUR-CH-10002093;179,496;3;41,14
IT-2013-1943902;AO-10810;FUR-CH-10000969;735,024;2;41,13
IN-2014-57011;JS-15685;FUR-CH-10002412;85,44;2;41,13
IN-2012-81861;EH-14005;TEC-MA-10000606;485,82;6;41,12
CA-2014-117401;PP-18955;OFF-AP-10000938;706,86;7;41,12
ES-2014-4067367;TB-21250;TEC-CO-10002240;260,34;1;41,11
ES-2014-5679681;NM-18520;OFF-ST-10004191;734,94;4;41,11
IN-2014-76555;HG-14845;OFF-BI-10004589;244,2;5;41,11
HU-2013-3090;CH-2070;TEC-PAN-10000092;618,48;2;41,11
US-2014-106131;TP-21565;TEC-AC-10003027;169,064;7;41,09
CA-2014-135076;YS-21880;FUR-CH-10003774;436,704;6;41,08
US-2014-158141;MC-17635;FUR-TA-10001622;403,2;3;41,08
MX-2014-145366;HL-15040;TEC-CO-10000266;526,10568;3;41,07
MX-2014-102820;PL-18925;FUR-BO-10000624;583,48;2;41,07
IN-2014-11693;ND-18370;OFF-ST-10002499;231,48;4;41,07
ID-2014-17342;NM-18520;FUR-CH-10004600;576;10;41,07
MX-2012-132724;LR-16915;OFF-PA-10001470;148,96;8;41,06
ID-2012-74308;KD-16495;OFF-AP-10001621;599,472;2;41,06
CA-2013-117590;GH-14485;FUR-FU-10003664;190,92;5;41,06
CA-2012-100769;TH-21550;TEC-AC-10002402;255,968;4;41,06
EG-2013-8830;EB-3705;TEC-SAN-10001899;317,16;4;41,06
MX-2013-118682;EH-14125;FUR-CH-10003883;469,84;4;41,06
MX-2011-100384;NG-18355;FUR-BO-10004162;274,704;3;41,05
IT-2013-5719417;MZ-17515;FUR-BO-10000002;373,68;1;41,04
ES-2014-4971381;HR-14770;TEC-MA-10004655;603,3;5;41,04
IT-2014-1813491;SR-20425;FUR-TA-10004748;623,3175;3;41,04
CA-2012-109190;CC-12685;TEC-CO-10001943;479,976;3;41,04
IN-2013-58691;AH-10465;FUR-CH-10000026;476,928;4;41,03
CA-2014-105669;SJ-20125;FUR-CH-10003774;318,43;5;41,02
MX-2013-168340;MD-17350;TEC-CO-10004998;229,57992;2;41,01
IT-2011-3702883;SA-20830;FUR-BO-10001133;745,686;2;41,01
IT-2014-2979676;PF-19225;TEC-CO-10000228;432,81;3;41,01
ES-2011-5227949;TM-21010;FUR-BO-10004445;630,15;5;41
IN-2013-60812;RO-19780;OFF-ST-10001753;308,07;7;41
IN-2011-28451;SV-20815;OFF-AP-10001018;494,22;1;41
IT-2014-5753646;GB-14530;OFF-ST-10000695;632,07;6;40,99
IN-2011-23117;AS-10045;FUR-CH-10001465;883,71;6;40,99
IN-2013-47680;JG-15805;TEC-AC-10002884;454,086;6;40,98
MX-2014-103681;MP-18175;OFF-ST-10001346;256,8;3;40,97
IT-2013-1673718;LT-17110;FUR-BO-10004660;580,635;3;40,96
IN-2012-41107;BT-11680;FUR-CH-10004694;303,2712;3;40,96
IN-2014-46616;VP-21730;FUR-CH-10002091;364,74;2;40,95
IN-2014-65502;AC-10420;FUR-CH-10004694;415,44;3;40,93
ID-2014-67581;JP-15520;OFF-ST-10001752;222,9795;5;40,93
ES-2013-2630268;RB-19465;TEC-AC-10000254;166,08;4;40,92
ID-2013-26015;EB-14110;FUR-FU-10003235;339,84;3;40,92
AG-2013-8490;SK-9990;OFF-TEN-10004194;538,44;4;40,92
IR-2014-1640;EM-4065;TEC-BRO-10001938;377,01;1;40,92
IN-2014-63591;ZD-21925;FUR-TA-10003576;445,326;2;40,9
IT-2014-1966077;DB-12910;FUR-BO-10000786;592,68;4;40,89
CA-2013-140746;RC-19825;FUR-TA-10002903;181,797;1;40,89
CG-2014-1260;AB-255;TEC-SHA-10004184;236,4;2;40,89
MX-2013-161739;SB-20170;FUR-CH-10003706;510,18;11;40,88
IN-2014-65488;CP-12340;TEC-MA-10004997;597;5;40,88
CA-2012-117415;SN-20710;TEC-PH-10000486;371,168;4;40,88
UP-2013-2480;KH-6330;TEC-HEW-10003829;378,39;1;40,88
MX-2014-137911;SS-20875;FUR-BO-10000728;552,36;2;40,88
ES-2013-1785128;LS-16945;FUR-CH-10004774;414,18;1;40,87
CA-2014-165841;DB-13210;TEC-PH-10002103;281,97;3;40,87
CA-2012-138625;EG-13900;OFF-AP-10003099;197,72;4;40,87
IN-2011-85270;FH-14365;OFF-AR-10004139;357,6;8;40,85
MX-2013-111115;CM-12115;FUR-BO-10002740;493,452;3;40,85
IN-2011-12554;YC-21895;OFF-ST-10003203;787,92;4;40,84
AU-2012-9900;GM-4500;OFF-ELD-10000845;196,98;1;40,83
US-2011-165316;LO-17170;FUR-BO-10002346;518,784;8;40,81
US-2013-148117;BT-11485;FUR-BO-10004567;139,032;2;40,81
ES-2012-2677676;DB-13615;OFF-SU-10002337;250,02;6;40,8
IN-2013-51243;VF-21715;OFF-ST-10000078;288;6;40,8
CA-2011-110184;BF-11170;TEC-PH-10000439;255,936;8;40,79
KG-2012-2770;ME-7725;FUR-HAR-10000441;598,32;4;40,79
ES-2014-1080192;MR-17545;FUR-BO-10004947;676,485;5;40,78
IN-2012-21836;DL-13315;TEC-CO-10004507;191,13;1;40,78
CA-2014-121503;FH-14275;TEC-MA-10003674;597,132;3;40,78
SF-2013-2060;BF-1020;TEC-SAM-10000765;137,88;1;40,78
IN-2012-37411;GA-14725;FUR-CH-10004863;496,53;3;40,77
ID-2013-75869;SA-20830;TEC-CO-10003522;531,9;5;40,77
IN-2013-80209;SF-20065;TEC-AC-10001611;272,52;6;40,77
CA-2013-140935;AB-10015;TEC-PH-10000562;221,98;2;40,77
TU-2013-8600;MG-7680;TEC-OKI-10001385;124,5;1;40,77
UP-2014-200;FA-4230;TEC-MOT-10003348;642,69;1;40,77
US-2014-104738;DK-12835;TEC-PH-10004074;508,92;2;40,77
SA-2011-6240;CP-2085;FUR-BUS-10004475;342,54;2;40,76
MX-2013-128552;MM-18280;OFF-PA-10002033;315,18;9;40,76
ES-2014-2298874;HH-15010;TEC-PH-10003492;550,08;3;40,75
IT-2012-1698939;JE-15715;FUR-FU-10004097;157,815;5;40,74
ES-2012-3699074;TR-21325;TEC-PH-10004882;195,66;3;40,74
ES-2014-1931437;BS-11365;TEC-CO-10001375;527,46;2;40,73
CA-2014-136882;DN-13690;FUR-FU-10003664;477,3;5;40,73
ES-2013-5113556;NG-18430;OFF-ST-10002555;396,78;2;40,72
IN-2014-66454;BW-11200;TEC-AC-10003413;447,876;2;40,71
CA-2012-141565;BG-11035;OFF-ST-10001522;294,368;4;40,71
MX-2012-111430;HA-14905;TEC-PH-10004631;509,796;7;40,7
ES-2011-4093113;HM-14860;TEC-MA-10002771;538,056;3;40,7
IN-2014-38335;TC-21475;FUR-BO-10001342;402,084;3;40,7
MX-2013-116197;AB-10015;TEC-AC-10002664;331,92;6;40,69
ES-2012-5195118;SN-20560;TEC-PH-10003439;333,96;2;40,69
CA-2014-101322;JG-15310;FUR-CH-10003968;340,704;6;40,69
IN-2011-51586;KM-16660;FUR-CH-10000432;365,22;2;40,68
CA-2012-111514;SC-20260;TEC-MA-10000597;239,976;3;40,68
ES-2013-1244276;JH-15820;OFF-SU-10003252;125,1;3;40,67
ID-2014-54687;CS-12130;FUR-BO-10004161;341,577;3;40,65
CA-2014-120019;NG-18355;OFF-ST-10001932;579,51;3;40,65
MX-2013-104262;SH-20395;TEC-AC-10002159;490,26;3;40,65
ES-2014-3909772;AF-10870;FUR-FU-10001438;659,7;6;40,63
IR-2011-4400;PM-8940;OFF-SAN-10004881;325,08;12;40,63
ES-2011-3814488;HH-15010;TEC-PH-10000158;546,96;4;40,62
IT-2012-3681832;RB-19570;FUR-CH-10002891;727,536;2;40,61
ES-2014-1385362;KC-16255;OFF-ST-10002706;409,14;3;40,61
IN-2012-17664;LO-17170;TEC-PH-10002428;528,12;8;40,61
IN-2011-75939;PM-18940;TEC-CO-10000786;639,66;2;40,61
CA-2014-124205;TC-21145;TEC-PH-10002115;395,94;6;40,6
ES-2013-3502187;NP-18670;OFF-SU-10003758;115,8;5;40,59
US-2013-169040;GT-14710;TEC-PH-10002834;431,976;3;40,59
IT-2014-1036058;GM-14695;OFF-AP-10000934;1950,372;9;40,57
CA-2012-142944;JL-15850;TEC-CO-10003763;1119,984;2;40,56
ES-2013-2037410;PW-19030;TEC-AC-10000170;437,04;6;40,55
CA-2013-131296;MS-17830;FUR-TA-10002622;239,372;2;40,55
MX-2011-113243;LC-17140;TEC-CO-10001234;423,19192;2;40,53
IT-2012-5541817;DA-13450;FUR-BO-10001165;1027,152;7;40,53
CA-2011-103492;CM-12715;TEC-PH-10004667;755,944;7;40,53
MX-2013-127705;JK-15370;OFF-ST-10001941;702,3;5;40,53
US-2014-151295;PG-18820;TEC-MA-10001598;347,64;5;40,52
ES-2014-2598901;FG-14260;TEC-AC-10003463;165,42;3;40,51
ES-2014-5442118;CS-12490;FUR-CH-10001237;290,196;2;40,51
CA-2011-116904;SC-20095;OFF-ST-10000736;404,9;5;40,5
CA-2014-111388;SU-20665;FUR-CH-10003061;215,976;3;40,5
ES-2014-2139416;CL-12700;OFF-AR-10000785;414,72;8;40,49
MX-2013-158106;AH-10210;TEC-PH-10003312;429,6;8;40,49
IN-2011-67028;DK-13150;TEC-PH-10000365;543,105;9;40,48
MX-2014-134768;DB-13615;TEC-CO-10003678;334,4418;5;40,48
ID-2014-10356;HZ-14950;FUR-TA-10003055;612,198;3;40,47
ES-2013-1121754;EB-14110;FUR-CH-10004536;216,945;5;40,45
CA-2012-159534;DH-13075;TEC-PH-10002310;199,98;2;40,45
CA-2011-157147;BD-11605;FUR-BO-10003034;333,999;3;40,44
IR-2014-3940;IM-5055;TEC-SAN-10004885;149,4;4;40,44
ES-2014-4245910;TA-21385;FUR-CH-10002002;346,113;3;40,43
US-2012-143756;NC-18415;TEC-AC-10004241;271,264;7;40,43
ES-2011-5861038;CS-12250;TEC-PH-10004105;389,61;3;40,42
ID-2014-11056;GT-14635;TEC-CO-10002197;286,605;3;40,42
CA-2012-135685;MP-18175;TEC-AC-10004145;999,96;4;40,42
ES-2013-3050823;GM-14455;TEC-MA-10002149;435,672;4;40,41
IN-2011-33183;SB-20170;OFF-AP-10002283;421,95;5;40,41
IN-2013-46511;EM-13960;TEC-CO-10003574;423,27;3;40,41
IN-2013-31601;KB-16405;FUR-CH-10002940;417,42;6;40,41
US-2011-113166;DV-13045;TEC-AC-10002257;723,324;7;40,39
ES-2013-4541341;KS-16300;FUR-BO-10004408;221,292;2;40,38
CA-2012-134747;DL-12925;TEC-PH-10001750;263,96;4;40,38
MX-2014-101980;AA-10480;TEC-AC-10002257;516,66;3;40,37
IN-2014-18532;AP-10915;FUR-CH-10000026;264,96;2;40,37
MX-2011-146885;PG-18895;TEC-CO-10001893;721,8534;3;40,36
ES-2011-2566881;FO-14305;OFF-AR-10000953;130,2;5;40,36
IN-2014-47449;CD-12280;FUR-CH-10004082;443,73;7;40,36
MO-2013-2970;CC-2685;OFF-ELD-10002199;513,48;4;40,36
IT-2014-2810229;AJ-10795;TEC-MA-10004323;232,875;5;40,35
ES-2012-4818797;DS-13030;OFF-AR-10002805;291,6;6;40,34
IN-2013-31881;GH-14665;FUR-CH-10002207;520,02;9;40,33
MX-2012-115693;BW-11200;TEC-AC-10002799;345,9;5;40,33
US-2014-119662;CS-12400;OFF-ST-10003656;230,376;3;40,32
CA-2013-114601;AA-10480;FUR-TA-10004147;447,84;4;40,32
ID-2011-17286;CM-12190;OFF-ST-10000752;216,8442;3;40,3
MX-2014-162201;LR-17035;TEC-PH-10003877;408,42;9;40,3
MX-2013-113565;CS-11860;FUR-BO-10000636;360,128;4;40,29
IN-2013-20744;AS-10135;OFF-AR-10004486;209,658;5;40,29
ES-2014-5366847;ZC-21910;OFF-PA-10000908;237,33;9;40,28
US-2014-111745;RA-19885;TEC-AC-10003911;159,99;1;40,28
US-2014-103247;PO-19195;TEC-PH-10003555;160,93;7;40,28
US-2011-102281;PO-19195;FUR-CH-10001490;859,04;7;40,28
IT-2014-2866257;KN-16390;FUR-TA-10004524;673,647;2;40,27
IN-2012-50102;CM-12190;FUR-CH-10003354;195,885;5;40,27
JO-2013-510;FO-4305;OFF-CAM-10004269;101,7;6;40,27
IN-2011-11889;DO-13645;TEC-PH-10001321;978,39;7;40,25
CA-2013-103730;SC-20725;OFF-ST-10000777;226,56;6;40,25
CA-2014-134096;PP-18955;TEC-PH-10000526;383,96;5;40,25
ES-2013-3927096;BF-11005;TEC-CO-10000270;540,804;2;40,24
YM-2012-3360;PB-9210;OFF-CUI-10001032;645,948;4;40,24
CA-2013-169887;MS-17530;FUR-FU-10003095;101,94;3;40,23
MX-2013-123386;SW-20755;FUR-BO-10003034;395,12;4;40,23
ID-2012-73125;DM-13015;FUR-BO-10004161;823,5801;7;40,22
CA-2012-120915;JJ-15445;OFF-AP-10002578;293,52;6;40,22
MX-2013-127705;JK-15370;OFF-ST-10002538;473,6;5;40,21
ES-2012-4101342;ES-14080;OFF-ST-10000922;342,792;3;40,2
IT-2014-4007032;JJ-15760;FUR-CH-10003249;312,48;7;40,19
IN-2014-76555;HG-14845;FUR-CH-10001397;310,35;5;40,19
MX-2011-136322;MM-18280;TEC-AC-10001082;389,48;7;40,18
ES-2014-1976630;HM-14980;TEC-PH-10003683;520,38;3;40,18
ES-2012-4262663;PR-18880;OFF-AR-10004519;439,2;8;40,18
MX-2012-116764;JK-15730;OFF-ST-10002781;343,68;4;40,17
MX-2011-143140;DN-13690;FUR-CH-10002033;507,84;2;40,17
ES-2013-4834847;JF-15565;FUR-BO-10004660;696,762;2;40,16
IN-2011-79761;SC-20680;TEC-CO-10001895;696,852;3;40,16
ES-2013-2701752;DS-13180;TEC-CO-10002240;520,68;2;40,14
MX-2014-143742;LE-16810;TEC-AC-10002013;111,12;3;40,14
IN-2012-76471;JK-16090;FUR-BO-10001641;573,48;4;40,13
IN-2012-44194;JK-16090;TEC-CO-10001472;478,08;2;40,13
IN-2014-85151;LS-17245;OFF-BI-10001858;211,68;4;40,13
MX-2013-107447;GT-14710;TEC-PH-10003177;328,64;4;40,13
ES-2013-2759612;HE-14800;OFF-BI-10000482;213,36;7;40,12
TU-2011-750;BM-1140;TEC-EPS-10002212;277,056;6;40,12
MX-2014-157602;DW-13585;OFF-BI-10000813;265,44;8;40,12
MX-2014-129728;DG-13300;FUR-CH-10001423;385,76;5;40,11
ES-2011-3954575;MR-17545;FUR-CH-10004676;623,16;5;40,11
IR-2012-6560;AH-690;OFF-FEL-10001865;818,28;6;40,11
MX-2011-107370;SC-20770;FUR-CH-10004095;247,424;1;40,1
ES-2014-3185757;FW-14395;TEC-MA-10004603;268,62;1;40,09
ES-2012-4920028;VP-21730;OFF-AR-10002037;274,14;6;40,09
ES-2011-3592923;JJ-15760;TEC-PH-10002018;567,528;4;40,08
CA-2014-157091;DB-13405;FUR-FU-10000293;526,45;5;40,08
CA-2014-144589;TM-21010;TEC-PH-10003072;359,976;3;40,08
IN-2012-35850;JM-15265;OFF-AP-10000935;278,64;6;40,07
ES-2014-4185972;RS-19765;FUR-BO-10004053;723,72;2;40,05
ID-2012-64816;GZ-14545;TEC-PH-10004358;136,14;4;40,05
ID-2014-85032;VG-21790;TEC-PH-10002590;211,464;2;40,05
MX-2014-112704;JK-16120;TEC-CO-10002700;204,83064;2;40,05
IN-2011-45398;MA-17560;OFF-AP-10001254;126,846;2;40,03
UP-2011-9080;MH-7455;OFF-FEL-10002867;414,72;2;40,03
MX-2011-116309;LR-17035;TEC-CO-10000917;529,15956;3;40,03
ID-2012-84591;BS-11590;OFF-AP-10003850;235,008;4;40,02
CA-2012-163055;DS-13180;FUR-TA-10003748;622,45;5;40,02
CA-2012-140025;PF-19120;TEC-AC-10002402;383,952;6;40,02
IR-2013-4740;BN-1515;OFF-CAM-10000497;324;12;40,02
MX-2013-110058;LR-17035;FUR-BO-10003543;318,816;4;40,01
ES-2012-3566481;VP-21730;TEC-PH-10000641;948,051;13;40,01
MX-2011-121524;GM-14500;OFF-BI-10003373;130,56;4;40
ID-2014-52349;NF-18385;TEC-PH-10001535;378;4;39,99
MX-2013-144190;JF-15415;TEC-AC-10000957;344,6;5;39,99
MX-2011-103849;GZ-14470;TEC-MA-10001622;807,24;7;39,99
ES-2011-5496179;SH-20395;FUR-FU-10000468;324,45;3;39,98
CA-2011-163468;JK-15730;OFF-ST-10000025;381,72;5;39,96
ID-2012-75176;CS-12490;FUR-CH-10001684;387,18;3;39,94
MX-2013-138891;TB-21625;OFF-PA-10002033;175,1;5;39,94
ID-2013-25742;SC-20695;TEC-CO-10001352;250,263;3;39,93
US-2012-138121;JL-15835;FUR-FU-10002116;212,13;3;39,93
SF-2013-6430;CP-2340;TEC-HP -10001115;256,68;2;39,92
IZ-2011-7760;SH-9975;TEC-CAN-10004166;288,36;2;39,92
ES-2014-4978946;LT-16765;TEC-PH-10003774;636,768;8;39,91
IN-2014-32014;CY-12745;OFF-AP-10002008;283,26;1;39,91
ES-2013-5778561;LM-17065;OFF-ST-10000130;127,008;3;39,9
ES-2013-1217902;AB-10165;TEC-CO-10003406;691,56;4;39,9
RS-2012-1330;BN-1470;TEC-STA-10001232;149,28;2;39,9
ES-2013-4632541;SC-20305;OFF-BI-10000179;139,95;5;39,89
ID-2013-37495;RF-19735;FUR-TA-10002833;988,2327;7;39,89
CA-2014-102309;DO-13645;TEC-AC-10001114;199,95;5;39,89
SU-2014-6240;RM-9375;OFF-TEN-10002065;220,56;4;39,89
ES-2012-4319979;BC-11125;OFF-AP-10003334;236,16;6;39,88
ES-2014-1311038;AS-10045;TEC-PH-10003963;413,82;3;39,87
IN-2014-82736;EB-13705;TEC-MA-10000858;529,8;2;39,87
IT-2013-3412464;RB-19570;TEC-PH-10002296;334,8;5;39,86
US-2011-102288;KT-16465;FUR-CH-10004801;215,376;14;39,85
ES-2013-3022350;TR-21325;FUR-BO-10000265;345,24;2;39,84
ID-2011-17174;DH-13075;TEC-CO-10004981;507,663;3;39,84
CA-2011-116932;ME-18010;FUR-CH-10001215;801,568;2;39,84
MX-2012-151610;AF-10885;FUR-CH-10003844;147,712;2;39,84
MX-2013-100286;SM-20950;FUR-FU-10000705;222,24;3;39,84
MX-2014-123722;SR-20740;TEC-CO-10002271;590,1174;3;39,83
MX-2012-134712;MS-17365;TEC-MA-10003366;448,96;4;39,83
IT-2012-2794787;NS-18505;OFF-BI-10002459;250,65;10;39,83
IN-2012-74049;BF-11170;FUR-CH-10000294;869,7;5;39,83
US-2014-131954;DL-13315;OFF-ST-10002371;226,56;4;39,83
IN-2011-56710;TS-21340;FUR-CH-10003580;414,33;7;39,82
MX-2014-111234;PV-18985;OFF-SU-10002993;84,6;3;39,81
ES-2013-1830556;MM-17260;FUR-CH-10004101;409,032;3;39,81
IN-2013-53987;QJ-19255;FUR-BO-10001708;757,5;5;39,81
CA-2014-116288;BS-11380;OFF-ST-10000736;242,94;3;39,81
ES-2012-3239309;JM-15865;TEC-MA-10001569;504;6;39,8
TU-2014-9440;GM-4455;TEC-NOK-10001283;254,94;1;39,8
IN-2014-74504;EK-13795;OFF-ST-10003837;408,36;2;39,77
ES-2012-3438393;FO-14305;FUR-BO-10004947;405,891;3;39,75
ID-2011-67301;MM-18280;OFF-ST-10001755;714,42;4;39,74
CA-2013-160108;AG-10900;FUR-CH-10002335;680,01;3;39,74
IN-2012-11210;JM-15265;OFF-ST-10003159;242,55;5;39,73
IN-2012-24797;SS-20410;OFF-BI-10000089;170,1;6;39,73
ID-2014-33659;VD-21670;TEC-CO-10001954;477,3006;2;39,73
US-2011-141334;GH-14665;FUR-CH-10001343;340,38;5;39,73
IN-2014-48156;EC-14050;TEC-AC-10003895;241,74;6;39,72
IN-2013-72740;NF-18475;OFF-FA-10002388;107,73;9;39,7
IN-2014-51432;KD-16495;OFF-ST-10000007;412,02;3;39,7
SF-2014-5170;KH-6510;TEC-SAM-10003520;732,9;10;39,69
ES-2012-2522806;KL-16555;TEC-PH-10003620;558;4;39,68
CA-2014-160325;BP-11095;TEC-PH-10000984;391,98;2;39,68
CA-2013-129861;DM-13345;FUR-TA-10003715;376,866;3;39,68
SF-2011-9000;CD-2790;TEC-HEW-10003260;385,02;2;39,68
MX-2014-127285;MD-17860;OFF-PA-10003911;225,82;7;39,68
IN-2013-15732;RK-19300;OFF-ST-10003141;173,61;3;39,67
IN-2014-29767;CA-12055;FUR-BO-10001255;731,82;2;39,66
MX-2013-107041;DM-12955;FUR-TA-10004440;967,98;3;39,65
ES-2014-2468556;NS-18640;FUR-BO-10000786;740,85;5;39,62
IN-2013-14773;RF-19735;OFF-SU-10001698;190,998;6;39,62
CA-2014-121048;TC-21295;FUR-FU-10003601;276,69;3;39,62
US-2012-131359;FA-14230;TEC-CO-10001571;439,992;1;39,61
ID-2011-74539;TB-21175;TEC-PH-10002154;297,9036;4;39,6
IN-2014-20408;SS-20140;FUR-CH-10003965;685,755;7;39,6
CA-2014-114258;EM-13825;TEC-PH-10003012;492,768;4;39,6
ES-2013-5110658;PO-18850;TEC-PH-10002491;340,35;5;39,59
MX-2014-167731;TB-21280;FUR-CH-10001784;586,4;10;39,59
US-2012-151330;JB-16000;TEC-MA-10003990;642,992;14;39,58
ES-2013-4451091;MC-17635;OFF-BI-10002172;154,35;3;39,58
ES-2014-1224526;TH-21235;OFF-AR-10004519;219,6;4;39,58
IN-2014-24118;LP-17080;OFF-PA-10003332;282,744;7;39,57
IN-2014-54547;TB-21400;FUR-CH-10003551;604,575;5;39,57
IN-2014-59069;TT-21220;OFF-ST-10002240;312,336;6;39,57
MX-2012-147312;AH-10195;FUR-CH-10000788;177,48;2;39,57
IN-2012-14010;KC-16255;TEC-CO-10003982;634,5;5;39,56
IN-2012-15151;SC-20050;TEC-PH-10001725;265,26;2;39,56
CA-2011-6880;NB-8580;OFF-BIC-10001739;99,84;2;39,56
ID-2013-53084;TH-21100;FUR-CH-10001684;418,728;4;39,55
IN-2013-45902;NK-18490;OFF-ST-10004226;865,053;7;39,55
CA-2014-117324;JP-15520;FUR-BO-10003159;459,92;4;39,55
MX-2013-164147;Co-12640;TEC-AC-10002712;270,9;5;39,54
IN-2014-59944;BO-11425;TEC-PH-10004509;457,893;3;39,54
IN-2011-60266;RB-19465;FUR-CH-10003551;1160,784;8;39,54
LY-2011-650;CS-2250;OFF-WIL-10003308;161,7;14;39,54
ES-2012-5972682;CG-12520;OFF-AP-10003702;444,798;1;39,53
CA-2011-113383;SF-20065;FUR-FU-10001986;254,9;5;39,53
RS-2014-6940;SP-10920;TEC-SHA-10000971;594,18;2;39,53
MX-2014-124968;RB-19795;OFF-ST-10002685;527,76;4;39,52
ES-2011-4106405;MS-17830;OFF-AR-10004825;445,176;9;39,52
ES-2012-1607446;CD-12790;TEC-MA-10001934;645,966;3;39,52
EG-2014-5820;MM-7920;FUR-IKE-10001301;123,93;1;39,52
US-2013-103674;AP-10720;OFF-BI-10002026;437,472;14;39,51
ID-2013-50872;SC-20680;OFF-SU-10001382;342,624;10;39,5
CA-2011-124478;MA-17560;TEC-PH-10001128;299,98;2;39,5
SA-2012-3380;SC-10260;OFF-HAM-10000312;500,13;1;39,5
MX-2013-133921;WB-21850;TEC-CO-10000887;877,1422;5;39,5
NI-2011-7830;BP-1230;FUR-BAR-10003465;142,623;1;39,49
MX-2014-121993;JD-16060;TEC-PH-10002332;346,92;3;39,48
ES-2011-2071029;SC-20680;TEC-CO-10000070;527,34;2;39,48
ID-2011-50655;JP-15520;TEC-MA-10004553;428,175;5;39,47
CA-2011-114181;AF-10885;FUR-BO-10004467;349,965;7;39,47
BU-2014-290;CA-2265;TEC-NOK-10001282;546;4;39,47
MX-2014-113712;LL-16840;TEC-CO-10000956;477,12384;3;39,46
IN-2014-73265;MT-17815;FUR-BO-10000208;988,08;8;39,46
CA-2012-102260;SJ-20125;OFF-ST-10003716;720,064;4;39,45
CM-2012-5000;MR-7545;TEC-LOG-10004917;209,76;2;39,45
CA-2014-105921;JM-15250;FUR-TA-10001095;418,296;3;39,44
SA-2012-3400;CK-2760;TEC-SAM-10004230;639;1;39,44
MO-2012-100;AJ-960;TEC-STA-10003330;253,32;1;39,44
MX-2014-101469;CM-12190;TEC-CO-10004589;501,47504;2;39,44
MX-2014-107930;RK-19300;TEC-CO-10000917;176,38652;1;39,43
IN-2013-73825;KW-16570;FUR-BO-10000670;875,016;8;39,43
IN-2013-86222;LS-17200;TEC-CO-10003017;248,82;2;39,43
CA-2011-134215;ML-17395;OFF-PA-10004353;259,74;13;39,43
ES-2014-2271414;AS-10225;FUR-BO-10004630;658,638;2;39,42
IT-2012-2008620;ME-17320;FUR-CH-10004606;156,744;3;39,4
MX-2011-156755;LR-17035;FUR-BO-10004162;457,84;4;39,38
ES-2012-2541285;LT-17110;OFF-ST-10001547;572,67;3;39,38
ES-2012-1085063;LR-16915;FUR-CH-10004255;2768,58;6;39,38
MX-2012-129140;KH-16690;OFF-AP-10002932;689,96;2;39,37
IN-2012-40785;RC-19825;FUR-FU-10001410;248,22;7;39,37
ES-2012-5870268;BS-11365;OFF-PA-10002248;210,9;10;39,36
US-2011-112872;RC-19960;FUR-TA-10003238;275,49;1;39,36
ES-2014-4164642;LW-16825;TEC-CO-10000405;954,09;3;39,34
ID-2012-75925;PL-18925;TEC-PH-10003488;409,77;3;39,34
CA-2013-112102;BD-11605;FUR-TA-10004086;343,92;4;39,34
ES-2013-3467296;NZ-18565;OFF-EN-10000556;98,64;2;39,33
MX-2013-169474;AC-10450;FUR-BO-10000502;350,808;2;39,32
ES-2014-2818758;MO-17500;OFF-PA-10003455;179,88;4;39,31
ES-2014-3661350;EH-13765;FUR-BO-10002812;504,09;3;39,31
IN-2011-13723;VD-21670;FUR-BO-10002738;278,6652;2;39,31
BU-2013-2970;TH-11100;FUR-DAN-10000597;338,7;2;39,31
MX-2012-115224;RS-19765;FUR-BO-10000411;931,392;9;39,31
MX-2011-107370;SC-20770;FUR-BO-10001201;263,488;4;39,3
ES-2014-5263546;CY-12745;TEC-MA-10003607;648,324;6;39,29
ES-2013-2491395;BM-11785;OFF-ST-10002437;239,85;5;39,29
