Id_Funcionario,Idade,Genero,Estado Civil,Departamento,Funcao,Viagem,Valor Diaria,Indice_Envolvimento_Trabalho,Nivel_Satisfacao_Trabalho,Salario_Mensal,Numero_Empresas_Anteriores,Disponivel_Hora_Extra,Percentual_Ultimo_Aumento_Salario,Aval_Performance,Anos_Experiencia,Numero_Treinamentos_Ano_Anterior,Anos_na_Empresa,Anos_Funcao_Atual,Anos_Desde_Ultima_Promocao,Anos_com_Gerente_Atual
275,49,Masculino,Divorciado,Data Science,Arquiteto de Dados,Apenas Local,1002,3,4,6804,1,S,15,3,7,0,7,7,1,7
277,34,Masculino,Divorciado,Data Science,Cientista de Dados,Viaja Frequentemente,878,3,3,3815,1,S,17,3,5,4,5,3,2,0
281,40,Masculino,Casado,Data Science,Analista de Dados,Viaja Raramente,905,3,4,2741,8,S,15,3,15,2,7,2,3,7
282,38,Masculino,Casado,Data Science,Engenheiro de Dados,Viaja Raramente,1180,3,1,6673,7,S,19,3,17,2,1,0,0,0
283,29,Feminino,Casado,Data Science,Cientista de Dados,Viaja Raramente,121,3,4,7639,1,N,22,4,10,3,10,4,1,9
284,22,Masculino,Divorciado,Data Science,Cientista de Dados,Viaja Raramente,1136,4,2,2328,1,S,16,3,4,2,4,2,2,2
286,36,Feminino,Solteiro,Data Science,Analista de Dados,Viaja Frequentemente,635,3,4,2153,1,N,13,3,8,2,8,1,1,7
287,40,Masculino,Casado,Data Science,Engenheiro de Dados,Apenas Local,1151,2,4,4876,9,N,14,3,5,5,3,2,0,2
288,46,Masculino,Divorciado,Data Science,Engenheiro de Dados,Viaja Raramente,644,3,1,9396,7,N,16,3,17,3,4,2,0,3
291,32,Masculino,Casado,Data Science,Cientista de Dados,Viaja Raramente,1045,1,4,10400,1,N,11,3,14,2,14,8,9,8
292,30,Masculino,Solteiro,Data Science,Arquiteto de Dados,Apenas Local,829,2,3,8474,1,N,22,4,12,2,11,8,5,8
293,27,Feminino,Solteiro,Data Science,Cientista de Dados,Viaja Frequentemente,1242,3,3,9981,1,N,14,3,7,2,7,7,0,7
296,51,Masculino,Casado,Data Science,Engenheiro Analitico,Viaja Raramente,1469,2,2,12490,5,N,16,3,16,5,10,9,4,7
297,30,Feminino,Solteiro,Data Science,Cientista de Dados,Viaja Raramente,1005,3,1,2657,5,S,11,3,8,5,5,2,0,4
298,41,Feminino,Solteiro,Data Science,Engenheiro de IA,Viaja Raramente,896,3,4,13591,3,S,18,3,16,3,1,0,0,0
299,30,Feminino,Solteiro,Data Science,Cientista de Dados,Viaja Frequentemente,334,2,1,6696,5,N,15,3,9,5,6,3,0,1
300,29,Masculino,Solteiro,Data Science,Cientista de Dados,Viaja Raramente,992,3,3,2058,0,N,14,3,7,1,6,2,1,5
302,45,Feminino,Solteiro,Data Science,Cientista de Dados,Apenas Local,1052,2,4,8865,6,N,12,3,23,2,19,7,12,8
303,54,Feminino,Casado,Data Science,Cientista de Dados,Viaja Raramente,1147,3,1,5940,2,N,14,3,16,4,6,2,0,5
304,36,Masculino,Solteiro,Data Science,Analista de Dados,Viaja Raramente,1396,3,2,5914,8,N,16,3,16,3,13,11,3,7
305,33,Feminino,Casado,Data Science,Cientista de Dados,Viaja Raramente,147,2,2,2622,6,N,21,4,7,3,3,2,1,1
306,37,Masculino,Divorciado,Data Science,Engenheiro Analitico,Viaja Frequentemente,663,3,4,12185,1,S,14,3,10,1,10,8,0,7
307,38,Masculino,Divorciado,Data Science,Cientista de Dados,Viaja Raramente,119,3,3,10609,0,N,12,3,17,6,16,10,5,13
308,31,Masculino,Casado,Data Science,Arquiteto de Dados,Apenas Local,979,1,3,4345,0,N,12,3,6,2,5,4,1,4
309,59,Masculino,Casado,Data Science,Cientista de Dados,Viaja Raramente,142,2,4,2177,3,N,17,3,7,6,1,0,0,0
311,37,Masculino,Divorciado,Data Science,Engenheiro de IA,Viaja Frequentemente,319,3,4,2793,4,N,17,3,13,2,9,8,5,8
312,29,Feminino,Casado,Data Science,Cientista de Dados,Viaja Frequentemente,1413,3,4,7918,1,N,14,3,11,5,11,10,4,1
314,35,Feminino,Solteiro,Data Science,Cientista de Dados,Viaja Frequentemente,944,3,3,8789,1,N,14,3,10,3,10,7,0,8
315,29,Masculino,Solteiro,Data Science,Cientista de Dados,Viaja Raramente,896,2,4,2389,1,S,13,3,4,3,4,3,0,1
316,52,Feminino,Solteiro,Data Science,Analista de Dados,Viaja Raramente,1323,2,4,3212,7,N,15,3,6,3,2,2,2,2
319,42,Masculino,Casado,Data Science,Engenheiro de IA,Viaja Raramente,532,3,4,19232,1,N,11,3,22,3,22,17,11,15
321,59,Masculino,Casado,Data Science,Cientista de Dados,Viaja Raramente,818,3,3,2267,8,N,17,3,7,2,2,2,2,2
323,50,Feminino,Divorciado,Data Science,Engenheiro de IA,Viaja Raramente,854,3,4,19517,3,N,11,3,32,3,7,0,0,6
325,33,Masculino,Casado,Data Science,Analista de Dados,Viaja Raramente,813,3,4,2436,5,S,13,3,8,2,5,4,0,4
327,43,Feminino,Casado,Data Science,Engenheiro de IA,Viaja Raramente,1034,3,4,16064,5,S,22,4,22,3,17,13,1,9
328,33,Feminino,Casado,Data Science,Analista de Dados,Viaja Raramente,465,3,1,2707,7,N,20,4,13,3,9,7,1,7
329,52,Masculino,Solteiro,Data Science,Engenheiro de IA,Apenas Local,771,2,3,19068,1,S,18,3,33,2,33,7,15,12
330,32,Feminino,Casado,Data Science,Engenheiro de IA,Viaja Raramente,1401,3,2,3931,2,N,11,3,6,5,4,3,1,2
331,32,Masculino,Solteiro,Data Science,Analista de Dados,Viaja Raramente,515,2,3,3730,0,S,14,3,4,2,3,2,1,2
332,39,Feminino,Divorciado,Data Science,Analista de Dados,Viaja Raramente,1431,3,3,2232,7,N,14,3,7,1,3,2,1,2
333,32,Masculino,Casado,Data Science,Cientista de Dados,Apenas Local,976,3,4,4465,0,N,18,3,4,2,3,2,2,2
334,41,Masculino,Divorciado,Data Science,Cientista de Dados,Viaja Raramente,1411,3,1,3072,2,N,16,3,17,2,1,0,0,0
335,40,Masculino,Divorciado,Data Science,Cientista de Dados,Viaja Raramente,1300,3,4,3319,1,N,17,3,9,3,9,8,4,7
336,45,Masculino,Casado,Data Science,Engenheiro de IA,Viaja Raramente,252,4,4,19202,0,N,11,3,25,2,24,0,1,7
337,31,Masculino,Divorciado,Data Science,Engenheiro Analitico,Viaja Frequentemente,1327,3,3,13675,9,N,12,3,9,3,2,2,2,2
338,33,Feminino,Casado,Data Science,Cientista de Dados,Viaja Raramente,832,2,4,2911,1,N,13,3,2,2,2,2,0,2
339,34,Masculino,Casado,Data Science,Arquiteto de Dados,Viaja Raramente,470,2,1,5957,6,N,13,3,13,3,11,9,5,9
340,37,Feminino,Casado,Data Science,Cientista de Dados,Viaja Raramente,1017,2,1,3920,2,N,14,3,17,2,3,1,0,2
341,45,Masculino,Casado,Data Science,Arquiteto de Dados,Viaja Frequentemente,1199,4,3,6434,4,N,17,3,9,1,3,2,0,2
342,37,Masculino,Divorciado,Data Science,Arquiteto de Dados,Viaja Frequentemente,504,3,3,10048,6,N,11,3,17,5,1,0,0,0
343,39,Feminino,Solteiro,Data Science,Engenheiro de Dados,Viaja Frequentemente,505,3,3,10938,0,N,25,4,20,1,19,6,11,8
346,29,Masculino,Solteiro,Data Science,Cientista de Dados,Viaja Raramente,665,3,4,2340,1,N,19,3,6,1,6,5,1,5
347,42,Feminino,Solteiro,Data Science,Cientista de Dados,Viaja Raramente,916,4,1,6545,3,S,13,3,10,1,3,2,0,2
349,29,Masculino,Divorciado,Data Science,Cientista de Dados,Viaja Raramente,1247,3,4,6931,2,N,14,3,10,2,3,2,0,2
350,25,Feminino,Casado,Data Science,Arquiteto de Dados,Viaja Raramente,685,3,3,4898,0,N,12,3,5,3,4,2,1,2
351,42,Feminino,Divorciado,Data Science,Analista de Dados,Viaja Raramente,269,2,1,2593,0,S,11,3,10,4,9,6,7,8
352,40,Masculino,Divorciado,Data Science,Engenheiro Analitico,Viaja Raramente,1416,3,3,19436,0,N,19,3,22,5,21,7,3,9
353,51,Masculino,Casado,Data Science,Cientista de Dados,Viaja Raramente,833,3,4,2723,1,N,11,3,1,0,1,0,0,0
355,31,Masculino,Solteiro,Data Science,Analista de Dados,Viaja Frequentemente,307,2,2,3479,0,N,11,3,6,2,5,4,1,4
359,32,Masculino,Casado,Data Science,Analista de Dados,Viaja Frequentemente,1311,4,2,2794,1,N,20,4,5,3,5,1,0,3
361,38,Masculino,Casado,Data Science,Cientista de Dados,Apenas Local,1327,2,4,5249,3,N,18,3,13,0,8,7,7,5
362,32,Masculino,Solteiro,Data Science,Analista de Dados,Viaja Raramente,128,2,1,2176,4,N,13,3,9,5,6,2,0,4
363,46,Feminino,Casado,Data Science,Engenheiro de IA,Viaja Raramente,488,1,2,16872,3,S,12,3,28,2,7,7,7,7
364,28,Masculino,Solteiro,Data Science,Analista de Dados,Viaja Raramente,529,3,3,3485,2,N,11,3,5,5,0,0,0,0
366,29,Masculino,Casado,Data Science,Cientista de Dados,Viaja Raramente,1210,2,2,6644,2,N,19,3,10,2,0,0,0,0
367,31,Masculino,Casado,Data Science,Engenheiro de Dados,Viaja Raramente,1463,2,4,5582,0,N,21,4,10,2,9,0,7,8
369,25,Masculino,Divorciado,Data Science,Engenheiro de Dados,Apenas Local,675,4,1,4000,1,N,12,3,6,2,6,3,1,5
372,45,Masculino,Casado,Data Science,Engenheiro de Dados,Viaja Raramente,1385,3,4,13496,0,S,14,3,21,2,20,7,4,10
373,36,Masculino,Casado,Data Science,Analista de Dados,Viaja Raramente,1403,3,4,3210,0,N,11,3,16,4,15,13,10,11
374,55,Masculino,Solteiro,Data Science,Engenheiro de IA,Viaja Raramente,452,3,1,19045,0,S,14,3,37,2,36,10,4,13
376,47,Masculino,Casado,Data Science,Engenheiro de IA,Apenas Local,666,3,2,11849,1,S,12,3,10,2,10,7,9,9
377,28,Masculino,Casado,Data Science,Cientista de Dados,Viaja Raramente,1158,3,4,2070,1,N,23,4,5,3,5,2,0,4
378,37,Masculino,Casado,Data Science,Cientista de Dados,Viaja Raramente,228,3,4,6502,4,N,14,3,7,5,5,4,0,1
379,21,Masculino,Solteiro,Data Science,Cientista de Dados,Viaja Raramente,996,2,3,3230,1,N,17,3,3,4,3,2,1,0
380,37,Feminino,Divorciado,Data Science,Engenheiro Analitico,Apenas Local,728,3,4,13603,2,S,18,3,15,2,5,2,0,2
381,35,Feminino,Divorciado,Data Science,Engenheiro de IA,Viaja Raramente,1315,4,2,11996,7,N,18,3,10,6,7,7,6,2
382,38,Feminino,Divorciado,Data Science,Cientista de Dados,Viaja Raramente,322,4,1,5605,1,S,24,4,8,3,8,0,7,7
384,26,Feminino,Divorciado,Data Science,Arquiteto de Dados,Viaja Frequentemente,1479,3,2,6397,1,N,20,4,6,6,6,5,1,4
385,50,Masculino,Divorciado,Data Science,Engenheiro Analitico,Viaja Raramente,797,3,2,19144,3,N,14,3,28,4,10,4,1,6
386,53,Masculino,Casado,Data Science,Engenheiro Analitico,Viaja Raramente,1070,3,3,17584,3,S,16,3,21,5,5,3,1,3
387,42,Masculino,Casado,Data Science,Cientista de Dados,Viaja Raramente,635,3,3,4907,1,N,25,4,20,3,20,16,11,6
388,29,Masculino,Solteiro,Data Science,Cientista de Dados,Viaja Frequentemente,442,3,4,4554,1,N,18,3,10,3,10,7,0,9
389,55,Masculino,Casado,Data Science,Analista de Dados,Viaja Raramente,147,3,4,5415,3,S,19,3,12,4,10,7,0,8
390,26,Masculino,Casado,Data Science,Engenheiro de Dados,Viaja Frequentemente,496,3,1,4741,1,S,13,3,5,3,5,3,3,3
391,37,Feminino,Solteiro,Data Science,Cientista de Dados,Viaja Raramente,1372,3,4,2115,1,N,12,3,17,3,17,12,5,7
392,44,Masculino,Divorciado,Data Science,Analista de Dados,Viaja Frequentemente,920,3,3,3161,3,S,22,4,19,0,1,0,0,0
393,38,Masculino,Divorciado,Data Science,Engenheiro de Dados,Viaja Raramente,688,3,4,5745,9,N,14,3,10,2,2,2,1,2
394,26,Masculino,Divorciado,Data Science,Analista de Dados,Viaja Raramente,1449,3,2,2373,2,S,13,3,5,2,3,2,0,2
395,28,Feminino,Solteiro,Data Science,Cientista de Dados,Viaja Raramente,1117,3,4,3310,1,N,21,4,5,3,5,3,0,2
396,49,Feminino,Solteiro,Data Science,Engenheiro Analitico,Viaja Frequentemente,636,3,1,18665,9,S,11,3,22,4,3,2,1,2
397,36,Masculino,Solteiro,Data Science,Cientista de Dados,Viaja Raramente,506,3,2,4485,4,N,12,3,10,2,8,0,7,7
399,31,Feminino,Divorciado,Data Science,Engenheiro de IA,Viaja Frequentemente,444,3,2,2789,1,N,11,3,2,5,2,2,2,2
401,26,Masculino,Solteiro,Data Science,Cientista de Dados,Viaja Raramente,950,2,4,5828,1,S,12,3,8,0,8,7,7,4
403,37,Masculino,Casado,Data Science,Cientista de Dados,Viaja Frequentemente,889,3,4,2326,1,S,12,3,4,3,4,2,1,2
404,42,Feminino,Casado,Data Science,Cientista de Dados,Viaja Frequentemente,555,3,2,13525,5,N,14,3,23,2,20,4,4,8
405,18,Masculino,Solteiro,Data Science,Analista de Dados,Viaja Raramente,230,3,3,1420,1,N,13,3,0,2,0,0,0,0
406,35,Masculino,Casado,Data Science,Cientista de Dados,Viaja Raramente,1232,3,2,8020,0,N,15,3,12,3,11,9,6,9
407,36,Masculino,Casado,Data Science,Analista de Dados,Viaja Frequentemente,566,4,4,3688,4,N,18,3,4,2,1,0,0,0
408,51,Masculino,Divorciado,Data Science,Arquiteto de Dados,Viaja Raramente,1302,1,2,5482,5,N,18,3,13,3,4,1,1,2
410,41,Masculino,Solteiro,Data Science,Engenheiro de IA,Viaja Raramente,334,3,2,16015,1,N,19,3,22,2,22,10,0,4
411,18,Feminino,Solteiro,Data Science,Engenheiro de IA,Viaja Raramente,812,2,3,1200,1,N,12,3,0,2,0,0,0,0
412,28,Masculino,Solteiro,Data Science,Engenheiro de Dados,Viaja Raramente,1476,4,1,5661,0,N,19,3,9,2,8,3,0,7
416,31,Masculino,Casado,Data Science,Cientista de Dados,Viaja Raramente,218,4,4,6929,4,N,11,3,10,3,8,7,7,7
417,39,Masculino,Divorciado,Data Science,Engenheiro de Dados,Viaja Raramente,1132,4,4,9613,0,N,17,3,19,5,18,10,3,7
419,36,Feminino,Casado,Data Science,Analista de Dados,Apenas Local,1105,3,2,5674,7,N,15,3,11,3,9,8,0,8
420,32,Masculino,Casado,Data Science,Cientista de Dados,Viaja Raramente,906,2,3,5484,1,N,14,3,13,3,13,8,4,8
421,38,Feminino,Casado,Data Science,Engenheiro Analitico,Viaja Raramente,849,2,2,12061,3,N,17,3,19,2,10,8,0,1
422,58,Masculino,Divorciado,Data Science,Engenheiro de Dados,Apenas Local,390,1,3,5660,2,S,13,3,12,2,5,3,1,2
423,31,Masculino,Casado,Data Science,Cientista de Dados,Viaja Raramente,691,3,4,4821,0,S,12,3,6,4,5,2,0,3
424,31,Masculino,Casado,Data Science,Cientista de Dados,Viaja Raramente,106,2,1,6410,3,N,12,3,9,1,2,2,1,0
425,45,Masculino,Divorciado,Data Science,Analista de Dados,Viaja Frequentemente,1249,3,1,5210,1,N,18,3,24,2,24,9,9,11
426,31,Masculino,Divorciado,Data Science,Cientista de Dados,Viaja Raramente,192,3,4,2695,0,S,18,3,3,2,2,2,2,2
428,33,Feminino,Casado,Data Science,Engenheiro de IA,Viaja Frequentemente,553,3,2,11878,6,N,11,3,12,2,10,6,8,8
429,39,Masculino,Casado,Data Science,Engenheiro de IA,Viaja Raramente,117,3,1,17068,1,S,14,3,21,3,21,9,11,10
430,43,Feminino,Solteiro,Data Science,Analista de Dados,Viaja Frequentemente,185,3,4,2455,0,N,19,3,9,5,8,7,1,7
431,49,Feminino,Solteiro,Data Science,Engenheiro de Dados,Viaja Raramente,1091,2,3,13964,7,S,12,3,25,2,7,1,0,7
433,52,Masculino,Casado,Data Science,Cientista de Dados,Viaja Raramente,723,2,2,4941,2,N,15,3,11,3,8,2,7,7
434,27,Feminino,Solteiro,Data Science,Cientista de Dados,Viaja Raramente,1220,3,2,2478,1,S,12,3,4,2,4,3,1,2
436,32,Feminino,Casado,Data Science,Cientista de Dados,Viaja Raramente,588,2,2,5228,1,S,11,3,13,2,13,12,11,9
437,27,Masculino,Solteiro,Data Science,Cientista de Dados,Viaja Raramente,1377,3,3,4478,1,S,11,3,5,3,5,4,0,4
438,31,Masculino,Divorciado,Data Science,Cientista de Dados,Viaja Raramente,691,3,4,7547,4,N,12,3,13,3,7,7,1,7
439,32,Feminino,Solteiro,Data Science,Cientista de Dados,Viaja Raramente,1018,4,4,5055,7,N,16,3,10,0,7,7,0,7
440,28,Masculino,Casado,Data Science,Cientista de Dados,Viaja Raramente,1157,1,4,3464,5,S,13,3,5,4,3,2,2,2
441,30,Feminino,Casado,Data Science,Cientista de Dados,Viaja Raramente,1275,3,4,5775,1,N,13,3,11,2,10,8,1,9
442,31,Feminino,Casado,Data Science,Arquiteto de Dados,Viaja Frequentemente,798,2,3,8943,1,N,24,4,10,2,10,9,8,9
444,39,Masculino,Casado,Data Science,Engenheiro de IA,Viaja Frequentemente,672,2,4,19272,1,N,15,3,21,2,21,9,13,3
445,39,Feminino,Casado,Data Science,Cientista de Dados,Viaja Raramente,1162,3,3,5238,4,S,18,3,12,3,1,0,0,0
446,33,Masculino,Solteiro,Data Science,Cientista de Dados,Viaja Frequentemente,508,2,4,4682,3,N,14,3,9,6,7,7,0,1
447,47,Masculino,Casado,Data Science,Engenheiro Analitico,Viaja Raramente,1482,3,3,18300,4,N,11,3,21,2,3,2,1,1
448,43,Feminino,Divorciado,Data Science,Analista de Dados,Viaja Frequentemente,559,2,3,5257,1,N,11,3,9,3,9,7,0,0
449,27,Masculino,Casado,Data Science,Cientista de Dados,Apenas Local,210,3,2,6349,0,S,13,3,6,0,5,4,1,4
450,54,Feminino,Solteiro,Data Science,Cientista de Dados,Viaja Frequentemente,928,3,3,4869,3,N,12,3,20,4,4,3,0,3
451,43,Feminino,Casado,Data Science,Engenheiro de Dados,Viaja Raramente,1001,3,1,9985,8,N,16,3,10,1,1,0,0,0
452,45,Masculino,Casado,Data Science,Cientista de Dados,Viaja Raramente,549,3,4,3697,9,N,14,3,12,3,10,9,9,8
453,40,Masculino,Casado,Data Science,Cientista de Dados,Viaja Raramente,1124,1,4,7457,2,S,22,4,6,2,4,3,0,2
454,29,Masculino,Casado,Data Science,Analista de Dados,Viaja Raramente,318,1,1,2119,1,S,11,3,7,4,7,7,0,7
455,29,Masculino,Solteiro,Data Science,Analista de Dados,Viaja Raramente,738,2,4,3983,0,N,17,3,4,2,3,2,2,2
456,30,Feminino,Divorciado,Data Science,Cientista de Dados,Viaja Raramente,570,2,3,6118,1,N,13,3,10,2,10,9,1,2
458,27,Feminino,Casado,Data Science,Cientista de Dados,Viaja Raramente,1130,3,2,6214,1,N,18,3,8,3,8,7,0,7
460,37,Masculino,Divorciado,Data Science,Arquiteto de Dados,Viaja Raramente,1192,3,4,6347,7,N,16,3,8,2,6,2,0,4
461,38,Masculino,Divorciado,Data Science,Engenheiro Analitico,Viaja Raramente,343,2,4,11510,0,S,14,3,12,3,11,10,2,9
462,31,Feminino,Solteiro,Data Science,Arquiteto de Dados,Viaja Raramente,1232,3,4,7143,1,S,14,3,11,2,11,9,4,10
463,29,Feminino,Divorciado,Data Science,Cientista de Dados,Viaja Raramente,144,2,2,8268,1,S,14,3,7,2,7,7,1,7
464,35,Masculino,Solteiro,Data Science,Arquiteto de Dados,Viaja Raramente,1296,3,2,8095,0,N,13,3,17,5,16,6,0,13
465,23,Masculino,Divorciado,Data Science,Cientista de Dados,Viaja Raramente,1309,3,4,2904,1,N,12,3,4,2,4,2,0,2
466,41,Masculino,Solteiro,Data Science,Arquiteto de Dados,Viaja Raramente,483,2,2,6032,6,S,15,3,8,3,5,4,1,2
467,47,Masculino,Solteiro,Data Science,Engenheiro de IA,Viaja Frequentemente,1309,3,3,2976,3,N,19,3,5,3,0,0,0,0
468,42,Feminino,Solteiro,Data Science,Engenheiro Analitico,Viaja Raramente,810,3,4,15992,2,N,14,3,16,2,1,0,0,0
469,29,Masculino,Casado,Data Science,Cientista de Dados,Apenas Local,746,3,3,4649,1,N,14,3,4,3,4,3,0,2
470,42,Masculino,Divorciado,Data Science,Cientista de Dados,Viaja Raramente,544,3,3,2696,0,S,11,3,4,5,3,2,1,0
471,32,Feminino,Casado,Data Science,Analista de Dados,Viaja Raramente,1062,3,2,2370,1,N,13,3,8,4,8,0,0,7
473,48,Feminino,Casado,Data Science,Engenheiro de IA,Viaja Raramente,530,3,3,12504,3,N,21,4,15,3,0,0,0,0
474,37,Masculino,Divorciado,Data Science,Cientista de Dados,Viaja Raramente,1319,4,1,5974,4,S,13,3,13,2,7,7,6,7
475,30,Feminino,Casado,Data Science,Cientista de Dados,Apenas Local,641,3,3,4736,7,S,12,3,4,2,2,2,2,2
476,26,Masculino,Casado,Data Science,Cientista de Dados,Viaja Raramente,933,3,3,5296,1,N,17,3,8,3,8,7,7,7
477,42,Masculino,Solteiro,Data Science,Engenheiro de Dados,Viaja Raramente,1332,2,4,6781,3,N,23,4,14,6,1,0,0,0
478,21,Feminino,Solteiro,Data Science,Engenheiro de IA,Viaja Frequentemente,756,2,2,2174,1,S,11,3,3,3,3,2,1,2
479,36,Feminino,Solteiro,Data Science,Cientista de Dados,Apenas Local,845,3,4,6653,4,N,15,3,7,6,1,0,0,0
481,36,Masculino,Casado,Data Science,Cientista de Dados,Viaja Frequentemente,541,2,4,9699,4,N,11,3,16,2,13,9,1,12
482,57,Masculino,Casado,Data Science,Engenheiro de Dados,Viaja Raramente,593,3,3,6755,2,N,11,3,15,2,3,2,1,2
483,40,Feminino,Casado,Data Science,Analista de Dados,Viaja Raramente,1171,4,3,2213,3,S,13,3,10,3,7,7,1,7
484,21,Masculino,Solteiro,Data Science,Engenheiro de IA,Apenas Local,895,3,4,2610,1,N,24,4,3,3,3,2,2,2
485,33,Feminino,Solteiro,Data Science,Engenheiro de IA,Viaja Raramente,350,3,3,2851,1,S,13,3,1,2,1,0,0,0
486,37,Feminino,Casado,Data Science,Analista de Dados,Viaja Raramente,921,3,1,3452,6,N,20,4,17,3,5,4,0,3
487,46,Feminino,Casado,Data Science,Arquiteto de Dados,Apenas Local,1144,3,3,5258,2,N,14,3,7,2,1,0,0,0
488,41,Masculino,Solteiro,Data Science,Cientista de Dados,Viaja Frequentemente,143,3,2,9355,1,N,18,3,8,5,8,7,7,7
491,50,Masculino,Solteiro,Data Science,Engenheiro de Dados,Viaja Raramente,1046,2,4,10496,6,N,15,3,20,2,4,3,1,3
492,40,Masculino,Casado,Data Science,Cientista de Dados,Viaja Raramente,575,2,3,6380,2,S,12,3,8,6,6,4,1,0
493,31,Masculino,Solteiro,Data Science,Cientista de Dados,Viaja Raramente,408,2,2,2657,0,S,16,3,3,5,2,2,2,2
494,21,Feminino,Solteiro,Data Science,Engenheiro de IA,Viaja Raramente,156,4,2,2716,1,N,15,3,1,0,1,0,0,0
495,29,Masculino,Solteiro,Data Science,Cientista de Dados,Viaja Raramente,1283,3,4,2201,9,N,16,3,6,4,3,2,1,2
496,35,Masculino,Solteiro,Data Science,Engenheiro de Dados,Viaja Raramente,755,2,2,6540,9,N,19,3,10,5,1,1,0,0
497,27,Masculino,Divorciado,Data Science,Analista de Dados,Viaja Raramente,1469,3,2,3816,1,N,11,3,5,2,5,2,0,4
498,28,Masculino,Solteiro,Data Science,Cientista de Dados,Viaja Raramente,304,3,4,5253,1,N,16,3,7,1,7,5,0,7
499,49,Masculino,Solteiro,Data Science,Engenheiro de Dados,Viaja Raramente,1261,2,3,10965,8,N,24,4,26,2,5,2,0,0
500,51,Feminino,Casado,Data Science,Cientista de Dados,Viaja Raramente,1178,3,4,4936,4,N,11,3,18,2,7,7,0,7
501,36,Feminino,Casado,Data Science,Cientista de Dados,Viaja Raramente,329,3,3,2543,4,N,13,3,6,3,2,2,2,2
502,34,Masculino,Solteiro,Data Science,Cientista de Dados,Apenas Local,1362,4,4,5304,8,S,13,3,9,3,5,2,0,4
505,55,Feminino,Solteiro,Data Science,Engenheiro de IA,Viaja Raramente,1311,3,4,16659,2,S,13,3,30,2,5,4,1,2
507,24,Feminino,Divorciado,Data Science,Cientista de Dados,Viaja Raramente,1371,3,3,4260,1,S,12,3,5,2,5,2,0,3
508,30,Masculino,Casado,Data Science,Engenheiro de IA,Viaja Raramente,202,3,2,2476,1,N,18,3,1,3,1,0,0,0
510,26,Masculino,Solteiro,Data Science,Cientista de Dados,Viaja Frequentemente,575,3,1,3102,0,N,22,4,7,2,6,4,0,4
511,22,Feminino,Casado,Data Science,Cientista de Dados,Viaja Raramente,253,3,2,2244,1,N,13,3,2,1,2,1,1,2
513,36,Masculino,Casado,Data Science,Cientista de Dados,Viaja Raramente,164,2,3,7596,1,N,13,3,10,2,10,9,9,0
514,30,Masculino,Solteiro,Data Science,Cientista de Dados,Viaja Frequentemente,464,3,4,2285,9,S,23,4,3,4,1,0,0,0
515,37,Feminino,Divorciado,Data Science,Analista de Dados,Viaja Raramente,1107,3,1,3034,1,N,12,3,18,2,18,7,12,17
516,40,Feminino,Divorciado,Data Science,Cientista de Dados,Viaja Raramente,759,3,2,5715,7,N,12,3,8,5,5,4,1,3
517,42,Feminino,Divorciado,Data Science,Analista de Dados,Viaja Raramente,201,3,1,2576,3,N,16,3,8,5,5,2,1,2
518,37,Masculino,Solteiro,Data Science,Arquiteto de Dados,Viaja Raramente,1305,3,2,4197,2,S,12,3,18,2,1,0,0,1
520,43,Masculino,Divorciado,Data Science,Engenheiro Analitico,Viaja Raramente,982,2,2,14336,1,N,11,3,25,3,25,10,3,9
521,40,Feminino,Casado,Data Science,Analista de Dados,Viaja Raramente,555,2,3,3448,6,N,22,4,20,3,1,0,0,0
522,54,Masculino,Casado,Data Science,Engenheiro Analitico,Viaja Raramente,821,3,1,19406,4,N,11,3,24,4,4,2,1,2
523,34,Feminino,Casado,Data Science,Cientista de Dados,Apenas Local,1381,3,3,6538,9,N,15,3,6,3,3,2,1,2
524,31,Feminino,Casado,Data Science,Arquiteto de Dados,Viaja Raramente,480,3,1,4306,1,N,12,3,13,5,13,10,3,12
525,43,Masculino,Casado,Data Science,Analista de Dados,Viaja Frequentemente,313,3,4,2258,7,N,20,4,8,1,3,2,1,2
526,43,Feminino,Divorciado,Data Science,Engenheiro de Dados,Viaja Raramente,1473,3,3,4522,4,S,14,3,8,3,5,2,0,2
527,25,Feminino,Solteiro,Data Science,Cientista de Dados,Viaja Raramente,891,2,4,4487,1,S,11,3,5,3,5,4,1,3
529,37,Feminino,Casado,Data Science,Cientista de Dados,Apenas Local,1063,3,3,4449,3,S,15,3,15,2,13,11,10,7
530,31,Masculino,Casado,Data Science,Analista de Dados,Viaja Raramente,329,2,1,2218,1,N,12,3,4,3,4,2,3,2
531,39,Masculino,Divorciado,Data Science,Engenheiro de IA,Viaja Frequentemente,1218,3,3,19197,1,S,14,3,21,3,21,8,1,6
532,56,Feminino,Casado,Data Science,Cientista de Dados,Viaja Frequentemente,906,4,1,13212,9,N,11,3,36,0,7,7,7,7
533,30,Feminino,Solteiro,Data Science,Cientista de Dados,Viaja Raramente,1082,3,3,6577,0,N,11,3,6,6,5,4,4,4
534,41,Masculino,Casado,Data Science,Cientista de Dados,Viaja Raramente,645,4,1,8392,1,N,16,3,10,2,10,7,0,7
536,28,Masculino,Divorciado,Data Science,Analista de Dados,Viaja Raramente,1300,3,1,4558,1,N,12,3,10,2,10,0,1,8
538,25,Masculino,Casado,Data Science,Analista de Dados,Viaja Raramente,688,3,1,4031,5,N,13,3,6,5,2,2,0,2
